fact_unit,2011-08-05,2011-11-09,2012-02-27,2012-05-03,2012-08-03,2012-10-31,2013-02-15,2013-05-02,2013-05-09,2013-07-25,2013-10-30,2014-02-06,2014-04-24,2014-07-24,2014-10-23,2015-02-04,2015-04-23,2015-07-23,2015-10-21,2016-02-03,2016-04-21,2016-07-21,2016-10-25,2017-02-07,2017-04-28,2017-07-25,2017-10-24,2018-02-06,2018-04-26,2018-07-25,2018-10-31,2019-02-06,2019-04-30,2019-08-01,2019-10-29,2020-02-05,2020-05-06,2020-07-29,2020-11-05,2021-02-10,2021-05-05,2021-08-04,2021-10-27,2022-02-02,2022-04-27,2022-07-26,2022-10-25,2023-01-31,2023-04-25,2023-07-25,2023-10-24,2024-01-30,2024-04-23,2024-07-23,2024-10-22,2025-01-28,2025-05-01,2025-07-22,2025-10-21
AccountsPayableCurrent / USD,,,,24551000000.0,24551000000.0,24551000000.0,24551000000.0,25166000000.0,25166000000.0,25166000000.0,25166000000.0,25166000000.0,23621000000.0,23621000000.0,23621000000.0,23621000000.0,22529000000.0,22529000000.0,22529000000.0,22529000000.0,24062000000.0,24062000000.0,24062000000.0,24062000000.0,26961000000.0,23333000000.0,23333000000.0,23333000000.0,23929000000.0,23929000000.0,23929000000.0,23929000000.0,22297000000.0,22297000000.0,22297000000.0,22297000000.0,21018000000.0,21018000000.0,21018000000.0,21018000000.0,19928000000.0,19928000000.0,19928000000.0,19928000000.0,20391000000.0,20391000000.0,20391000000.0,20391000000.0,27486000000.0,27486000000.0,27486000000.0,27486000000.0,28114000000.0,28114000000.0,28114000000.0,28114000000.0,25680000000.0,25680000000.0,25680000000.0
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6797000000.0,6797000000.0,6797000000.0,8035000000.0,8035000000.0,8035000000.0,8035000000.0,7394000000.0,7394000000.0,7394000000.0,7394000000.0,13333000000.0,13333000000.0,13333000000.0,13333000000.0,12378000000.0,12378000000.0,12378000000.0,12378000000.0,12827000000.0,12827000000.0,12827000000.0
AccruedLiabilitiesCurrent / USD,,,,22875000000.0,22875000000.0,22875000000.0,22875000000.0,23308000000.0,23308000000.0,23308000000.0,23308000000.0,23308000000.0,24633000000.0,24633000000.0,24633000000.0,24633000000.0,28184000000.0,28184000000.0,28184000000.0,28184000000.0,27593000000.0,27593000000.0,27593000000.0,27593000000.0,29192000000.0,25893000000.0,25893000000.0,25893000000.0,25996000000.0,25996000000.0,25996000000.0,25996000000.0,28049000000.0,28049000000.0,28049000000.0,28049000000.0,26487000000.0,26487000000.0,26487000000.0,26487000000.0,23069000000.0,23069000000.0,23069000000.0,23069000000.0,20297000000.0,20297000000.0,20297000000.0,20297000000.0,24910000000.0,24910000000.0,24910000000.0,24910000000.0,27364000000.0,27364000000.0,27364000000.0,27364000000.0,31154000000.0,31154000000.0,31154000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,1251000000.0,1251000000.0,1588000000.0,-5861000000.0,-5861000000.0,-5861000000.0,1588000000.0,-8052000000.0,-8052000000.0,-8052000000.0,-8052000000.0,1251000000.0,-8052000000.0,-8052000000.0,-7981000000.0,-3113000000.0,-8073000000.0,-8073000000.0,-8073000000.0,-8073000000.0,-8036000000.0,-8036000000.0,-8036000000.0,-8036000000.0,-9330000000.0,-9330000000.0,-9330000000.0,-9330000000.0,-8011000000.0,-8011000000.0,-8011000000.0,-8011000000.0,-9039000000.0,-9039000000.0,-9039000000.0,-9039000000.0,-11156000000.0,-11156000000.0,-11156000000.0,-11156000000.0,-13488000000.0,-13488000000.0,-13488000000.0,-13488000000.0,-9269000000.0,-9269000000.0,-9269000000.0,-9269000000.0,-7901000000.0,-7901000000.0,-7901000000.0,-7901000000.0,-10247000000.0,-10247000000.0,-10247000000.0,-10247000000.0,-11253000000.0,-11253000000.0,-11253000000.0
AdditionalPaidInCapital / USD,24257000000.0,24257000000.0,24257000000.0,26391000000.0,26391000000.0,26391000000.0,26391000000.0,23834000000.0,23834000000.0,23834000000.0,23834000000.0,23834000000.0,28780000000.0,28780000000.0,28780000000.0,28780000000.0,28937000000.0,28937000000.0,28937000000.0,28937000000.0,27607000000.0,27607000000.0,27607000000.0,27607000000.0,26983000000.0,26983000000.0,26983000000.0,26983000000.0,25371000000.0,25371000000.0,25371000000.0,25371000000.0,25563000000.0,25563000000.0,25563000000.0,25563000000.0,26074000000.0,26074000000.0,26074000000.0,26074000000.0,26542000000.0,26542000000.0,26542000000.0,26542000000.0,27061000000.0,27061000000.0,27061000000.0,27061000000.0,26428000000.0,26428000000.0,26428000000.0,26428000000.0,19130000000.0,19130000000.0,19130000000.0,19130000000.0,20843000000.0,20843000000.0,20843000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,107000000.0,160000000.0,,49000000.0,107000000.0,160000000.0,216000000.0,-60000000.0,-60000000.0,5000000.0,48000000.0,219000000.0,-59000000.0,-32000000.0,27000000.0,89000000.0,-14000000.0,40000000.0,110000000.0,75000000.0,6000000.0,110000000.0,183000000.0,189000000.0,5000000.0,-32000000.0,89000000.0,338000000.0,16000000.0,85000000.0,268000000.0,290000000.0,89000000.0,89000000.0,89000000.0,434000000.0,89000000.0,89000000.0,89000000.0,287000000.0,-10000000.0,-10000000.0,-10000000.0,375000000.0,132000000.0,132000000.0,132000000.0,515000000.0,-32000000.0,-32000000.0,-32000000.0,523000000.0,-35000000.0,-35000000.0,-35000000.0,294000000.0,56000000.0,56000000.0,56000000.0
AllocatedShareBasedCompensationExpense / USD,,,23000000.0,53000000.0,113000000.0,163000000.0,235000000.0,72000000.0,72000000.0,127000000.0,206000000.0,233000000.0,,,,302000000.0,,,,311000000.0,,,,245000000.0,,,,422000000.0,,,,627000000.0,,,,585000000.0,,,,316000000.0,,,,456000000.0,64000000.0,204000000.0,286000000.0,351000000.0,,,,391000000.0,,,,419000000.0,,,
AmortizationOfIntangibleAssets / USD,,,,503000000.0,966000000.0,1396000000.0,2561000000.0,398000000.0,398000000.0,790000000.0,,1804000000.0,,,,1568000000.0,,,,1281000000.0,,,,676000000.0,,,,324000000.0,,,,325000000.0,,,,278000000.0,,,,247000000.0,,,,202000000.0,,,,144000000.0,,,,141000000.0,,,,139000000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,,,,46000000.0,26000000.0,26000000.0,26000000.0,72000000.0,0.0,6000000.0,6000000.0,0.0,4000000.0,4000000.0,4000000.0,0.0,8000000.0,7000000.0,7000000.0,9000000.0,32000000.0,43000000.0,31000000.0,7000000.0,2000000.0,2000000.0,2000000.0,7000000.0,6000000.0,10000000.0,10000000.0,2000000.0,22000000.0,24000000.0,14000000.0,10000000.0,17000000.0,4000000.0,6000000.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,219000000.0,687000000.0,790000000.0,,70000000.0,104000000.0,109000000.0,734000000.0,21000000.0,254000000.0,271000000.0,133000000.0,484000000.0,514000000.0,522000000.0,294000000.0,7000000.0,18000000.0,19000000.0,527000000.0,110000000.0,117000000.0,121000000.0,58000000.0,0.0,4000000.0,4000000.0,139000000.0,0.0,11000000.0,11000000.0,4000000.0,0.0,0.0,0.0,12000000.0,0.0,605000000.0,605000000.0
