fact_unit,2011-08-19,2011-11-07,2012-03-20,2012-05-04,2012-08-06,2012-11-01,2013-02-19,2013-05-03,2013-08-02,2013-11-05,2014-02-14,2014-05-02,2014-08-01,2014-11-04,2015-02-17,2015-05-07,2015-08-04,2015-11-03,2016-02-29,2016-05-10,2016-05-24,2016-08-03,2016-11-04,2017-02-21,2017-05-04,2017-08-03,2017-11-03,2018-02-16,2018-05-03,2018-08-09,2018-11-08,2019-03-01,2019-05-08,2019-08-09,2019-11-07,2020-02-20,2020-05-07,2020-08-06,2020-11-05,2021-02-18,2021-05-06,2021-08-05,2021-11-04,2022-02-24,2022-05-05,2022-08-04,2022-11-03,2023-02-22,2023-05-04,2023-08-03,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-11-05,2025-02-20,2025-05-01,2025-08-07,2025-11-05
AccountsPayableCurrent / USD,254200000.0,254200000.0,254200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979700000.0,954800000.0,954800000.0,833800000.0,833800000.0,833800000.0,833800000.0,1402300000.0,1402300000.0,1402300000.0,1402300000.0,1448800000.0,1448800000.0,1448800000.0,1448800000.0,1574900000.0,1574900000.0,1574900000.0,1574900000.0,2012500000.0,2012500000.0,2012500000.0
AccountsReceivableNetCurrent / USD,466600000.0,466600000.0,466600000.0,575700000.0,575700000.0,575700000.0,575700000.0,514900000.0,514900000.0,514900000.0,514900000.0,658800000.0,658800000.0,658800000.0,658800000.0,567300000.0,567300000.0,567300000.0,567300000.0,515800000.0,567300000.0,515800000.0,515800000.0,515800000.0,674600000.0,674600000.0,674600000.0,674600000.0,827600000.0,827600000.0,827600000.0,827600000.0,865500000.0,865500000.0,865500000.0,865500000.0,855000000.0,855000000.0,855000000.0,855000000.0,862800000.0,862800000.0,862800000.0,862800000.0,1331900000.0,1331900000.0,1331900000.0,1331900000.0,1408400000.0,1408400000.0,1408400000.0,1408400000.0,1471000000.0,1471000000.0,1471000000.0,1471000000.0,1618300000.0,1618300000.0,1618300000.0
AccruedLiabilitiesCurrent / USD,335800000.0,335800000.0,335800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182700000.0,114400000.0,176800000.0,186400000.0,186400000.0,186400000.0,186400000.0,272200000.0,272200000.0,272200000.0,272200000.0,289500000.0,289500000.0,289500000.0,289500000.0,281700000.0,281700000.0,281700000.0,281700000.0,336000000.0,336000000.0,336000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,822400000.0,-822400000.0,822400000.0,1001600000.0,1001600000.0,1001600000.0,1001600000.0,1170000000.0,1170000000.0,1170000000.0,1170000000.0,1408500000.0,1408500000.0,1408500000.0,1408500000.0,1696500000.0,1696500000.0,1696500000.0,1696500000.0,2232400000.0,1696500000.0,2232400000.0,2232400000.0,2232400000.0,2827700000.0,2827700000.0,2827700000.0,2827700000.0,3775400000.0,3775400000.0,3775400000.0,3775400000.0,4292300000.0,4292300000.0,4292300000.0,4292300000.0,5328300000.0,5328300000.0,5328300000.0,5328300000.0,8011400000.0,8011400000.0,8011400000.0,8011400000.0,8928400000.0,8928400000.0,8928400000.0,8928400000.0,9698600000.0,9698600000.0,9698600000.0,9698600000.0,10458800000.0,10458800000.0,10458800000.0,10458800000.0,11496700000.0,11496700000.0,11496700000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,600000.0,600000.0,600000.0,-1300000.0,-1300000.0,-1300000.0,-1300000.0,1200000.0,1200000.0,1200000.0,1200000.0,-500000.0,-500000.0,-500000.0,-500000.0,4800000.0,4800000.0,4800000.0,4800000.0,5700000.0,4800000.0,5700000.0,5700000.0,5700000.0,-38300000.0,-38300000.0,-38300000.0,-38300000.0,-29900000.0,-29900000.0,-29900000.0,-29900000.0,94300000.0,94300000.0,94300000.0,94300000.0,92500000.0,92500000.0,92500000.0,92500000.0,-141800000.0,-141800000.0,-141800000.0,-141800000.0,-230900000.0,-230900000.0,-230900000.0,-230900000.0,54700000.0,54700000.0,54700000.0,54700000.0,85600000.0,85600000.0,85600000.0,85600000.0,27500000.0,27500000.0,27500000.0
AdditionalPaidInCapital / USD,244500000.0,244500000.0,244500000.0,229500000.0,229500000.0,229500000.0,229500000.0,184400000.0,184400000.0,184400000.0,184400000.0,151600000.0,151600000.0,151600000.0,151600000.0,164900000.0,164900000.0,164900000.0,164900000.0,1457400000.0,164900000.0,1457400000.0,1457400000.0,1457400000.0,5506200000.0,5506200000.0,5506200000.0,5506200000.0,6302800000.0,6302800000.0,6302800000.0,6302800000.0,6154900000.0,6154900000.0,6154900000.0,6154900000.0,5221200000.0,5221200000.0,5221200000.0,5221200000.0,4839900000.0,4839900000.0,4839900000.0,4839900000.0,4268900000.0,4268900000.0,4268900000.0,4268900000.0,3702300000.0,3702300000.0,3702300000.0,3702300000.0,3058800000.0,3058800000.0,3058800000.0,3058800000.0,3089100000.0,3089100000.0,3089100000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,7400000.0,9500000.0,0.0,4200000.0,7400000.0,13300000.0,2200000.0,13300000.0,4200000.0,8300000.0,7400000.0,300000.0,500000.0,3200000.0,8800000.0,500000.0,2100000.0,3100000.0,3600000.0,400000.0,2600000.0,4000000.0,3400000.0,9600000.0,9600000.0,13500000.0,4000000.0,3100000.0,3400000.0,5500000.0,13900000.0,8600000.0,8600000.0,13100000.0,5900000.0,22500000.0,22500000.0,31100000.0,13200000.0,33800000.0,33900000.0,55400000.0,35800000.0,36500000.0,36700000.0,53300000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,25400000.0,,,,22800000.0,,,,41200000.0,,,,44200000.0,,,,59000000.0,,,,61800000.0,,,,66300000.0,,,,59200000.0,,,,57500000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,7900000.0,7900000.0,7900000.0,2400000.0,2400000.0,2400000.0,2400000.0,900000.0,900000.0,900000.0,900000.0,1100000.0,1100000.0,1100000.0,1100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,100000.0,100000.0,900000.0,900000.0,900000.0,900000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,2200000.0,2200000.0,2200000.0,2200000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0
AmortizationOfFinancingCostsAndDiscounts / USD,4700000.0,6200000.0,10200000.0,1900000.0,5900000.0,7200000.0,9400000.0,4800000.0,9500000.0,14700000.0,13000000.0,4100000.0,8100000.0,12100000.0,18200000.0,3600000.0,6900000.0,9200000.0,15900000.0,3200000.0,15900000.0,7200000.0,11200000.0,11800000.0,4200000.0,8200000.0,12100000.0,15300000.0,3100000.0,5900000.0,8800000.0,14900000.0,2700000.0,5600000.0,8100000.0,11500000.0,2600000.0,5100000.0,7600000.0,10800000.0,2800000.0,5600000.0,8500000.0,10300000.0,2700000.0,5300000.0,7800000.0,11100000.0,2400000.0,4300000.0,7200000.0,10300000.0,3200000.0,6400000.0,9800000.0,10500000.0,3700000.0,7200000.0,10900000.0
