fact_unit,2009-07-30,2009-10-29,2010-02-25,2010-04-29,2010-07-29,2010-10-28,2011-02-24,2011-04-28,2011-07-28,2011-10-27,2012-02-23,2012-04-26,2012-07-26,2012-10-25,2013-02-21,2013-04-25,2013-07-25,2013-10-24,2014-02-20,2014-04-25,2014-07-31,2014-10-24,2015-02-19,2015-04-30,2015-07-30,2015-10-30,2016-02-18,2016-04-28,2016-07-28,2016-10-27,2017-02-23,2017-04-28,2017-07-21,2017-10-27,2018-02-15,2018-02-21,2018-04-27,2018-07-27,2018-10-26,2019-02-21,2019-04-26,2019-07-26,2019-11-01,2020-02-21,2020-05-01,2020-07-31,2020-10-30,2021-02-18,2021-04-30,2021-07-30,2021-10-29,2022-02-17,2022-04-29,2022-07-29,2022-10-28,2023-02-16,2023-04-28,2023-07-28,2023-10-27,2024-02-15,2024-04-26,2024-07-26,2024-10-25,2025-02-13,2025-04-25,2025-08-01,2025-10-31
AccountsPayableCurrent / USD,1061400000.0,1061000000.0,1061000000.0,1172000000.0,1172000000.0,1172000000.0,1172000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0,1244000000.0,1244000000.0,1244000000.0,1244000000.0,1290000000.0,1290000000.0,1290000000.0,1290000000.0,1343000000.0,1343000000.0,1343000000.0,1343000000.0,1231000000.0,1231000000.0,1231000000.0,1231000000.0,1110000000.0,1110000000.0,1110000000.0,1110000000.0,1124000000.0,1124000000.0,1124000000.0,1124000000.0,1124000000.0,1212000000.0,1212000000.0,1212000000.0,1212000000.0,1222000000.0,1222000000.0,1222000000.0,1222000000.0,1237000000.0,1237000000.0,1237000000.0,1237000000.0,1393000000.0,1393000000.0,1393000000.0,1393000000.0,1479000000.0,1479000000.0,1479000000.0,1479000000.0,1551000000.0,1551000000.0,1551000000.0,1551000000.0,1698000000.0,1698000000.0,1698000000.0,1698000000.0,1805000000.0,1805000000.0,1805000000.0
AccountsReceivableNetCurrent / USD,1591900000.0,1592000000.0,1592000000.0,1626000000.0,1626000000.0,1626000000.0,1626000000.0,1610000000.0,1610000000.0,1610000000.0,1610000000.0,1675000000.0,1675000000.0,1675000000.0,1675000000.0,1668000000.0,1668000000.0,1668000000.0,1668000000.0,1636000000.0,1636000000.0,1636000000.0,1636000000.0,1552000000.0,1552000000.0,1552000000.0,1552000000.0,1427000000.0,1427000000.0,1427000000.0,1427000000.0,1411000000.0,1411000000.0,1411000000.0,1411000000.0,1411000000.0,1480000000.0,1480000000.0,1480000000.0,1480000000.0,1400000000.0,1400000000.0,1400000000.0,1400000000.0,1440000000.0,1440000000.0,1440000000.0,1440000000.0,1264000000.0,1264000000.0,1264000000.0,1264000000.0,1297000000.0,1297000000.0,1297000000.0,1297000000.0,1504000000.0,1504000000.0,1504000000.0,1504000000.0,1586000000.0,1586000000.0,1586000000.0,1586000000.0,1521000000.0,1521000000.0,1521000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,131000000.0,,,,122000000.0,,,,121000000.0,,,,112000000.0,112000000.0,,,,123000000.0,,,,127000000.0,,,,104000000.0,,,,116000000.0,,,,118000000.0,,,,133000000.0,,,,167000000.0,,,
AccruedIncomeTaxesCurrent / USD,272400000.0,272000000.0,272000000.0,387000000.0,387000000.0,387000000.0,387000000.0,272000000.0,272000000.0,272000000.0,272000000.0,392000000.0,392000000.0,392000000.0,392000000.0,254000000.0,254000000.0,254000000.0,254000000.0,239000000.0,239000000.0,239000000.0,239000000.0,294000000.0,294000000.0,294000000.0,294000000.0,277000000.0,277000000.0,277000000.0,277000000.0,441000000.0,441000000.0,441000000.0,441000000.0,441000000.0,354000000.0,354000000.0,354000000.0,354000000.0,411000000.0,411000000.0,411000000.0,411000000.0,370000000.0,370000000.0,370000000.0,370000000.0,403000000.0,403000000.0,403000000.0,403000000.0,436000000.0,436000000.0,436000000.0,436000000.0,317000000.0,317000000.0,317000000.0,317000000.0,336000000.0,336000000.0,336000000.0,336000000.0,403000000.0,403000000.0,403000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,2817600000.0,2818000000.0,,3184000000.0,3184000000.0,3184000000.0,3184000000.0,3467000000.0,3467000000.0,3467000000.0,3467000000.0,3656000000.0,3656000000.0,3656000000.0,3656000000.0,3979000000.0,3979000000.0,3979000000.0,3979000000.0,4247000000.0,4247000000.0,4247000000.0,4247000000.0,4305000000.0,4305000000.0,4305000000.0,4305000000.0,4263000000.0,4263000000.0,4263000000.0,4263000000.0,4102000000.0,4102000000.0,4102000000.0,4102000000.0,4102000000.0,4388000000.0,4388000000.0,4388000000.0,4388000000.0,4455000000.0,4455000000.0,4455000000.0,4455000000.0,4830000000.0,4830000000.0,4830000000.0,4830000000.0,5035000000.0,5035000000.0,5035000000.0,5035000000.0,5169000000.0,5169000000.0,5169000000.0,5169000000.0,5276000000.0,5276000000.0,5276000000.0,5276000000.0,5704000000.0,5704000000.0,5704000000.0,5704000000.0,5705000000.0,5705000000.0,5705000000.0
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,,,657000000.0,,,,800000000.0,,,,908000000.0,0.0,1053000000.0,1053000000.0,1053000000.0,735000000.0,735000000.0,735000000.0,735000000.0,1064000000.0,1064000000.0,1064000000.0,1064000000.0,868000000.0,868000000.0,868000000.0,868000000.0,977000000.0,977000000.0,977000000.0,977000000.0,977000000.0,923000000.0,923000000.0,923000000.0,923000000.0,923000000.0,923000000.0,923000000.0,1038000000.0,1038000000.0,1038000000.0,1038000000.0,1138000000.0,1138000000.0,1138000000.0,1138000000.0,1178000000.0,1178000000.0,1178000000.0,1178000000.0,1044000000.0,1044000000.0,1044000000.0,1044000000.0,631000000.0,631000000.0,631000000.0,631000000.0,647000000.0,647000000.0,647000000.0,647000000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,,1453000000.0,,,,-1291000000.0,,,,-1589000000.0,0.0,1609000000.0,1609000000.0,-1609000000.0,1772000000.0,1772000000.0,1772000000.0,-1772000000.0,-2453000000.0,-2453000000.0,-2453000000.0,-2453000000.0,-3087000000.0,-3087000000.0,-3087000000.0,-3087000000.0,-3212000000.0,-3212000000.0,-3212000000.0,-3212000000.0,-3212000000.0,-2927000000.0,-2927000000.0,-2927000000.0,-2927000000.0,-2927000000.0,-2927000000.0,-2927000000.0,-3155000000.0,-3155000000.0,-3155000000.0,-3155000000.0,-3128000000.0,-3128000000.0,-3128000000.0,-3128000000.0,-3158000000.0,-3158000000.0,-3158000000.0,-3158000000.0,-3349000000.0,-3349000000.0,-3349000000.0,-3349000000.0,-3491000000.0,-3491000000.0,-3491000000.0,-3491000000.0,-3351000000.0,-3351000000.0,-3351000000.0,-3351000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-2477300000.0,-2477000000.0,-2477000000.0,-2096000000.0,-2096000000.0,-2096000000.0,-2096000000.0,-2115000000.0,-2115000000.0,-2115000000.0,-2115000000.0,-2475000000.0,-2475000000.0,-2475000000.0,-2475000000.0,-2621000000.0,-2621000000.0,-2621000000.0,-2621000000.0,-2451000000.0,-2451000000.0,-2451000000.0,-2451000000.0,-3507000000.0,-3507000000.0,-3507000000.0,-3507000000.0,-3950000000.0,-3950000000.0,-3950000000.0,-3950000000.0,-4180000000.0,-4180000000.0,-4180000000.0,-4180000000.0,-4180000000.0,-3855000000.0,-3855000000.0,-3855000000.0,-3855000000.0,-4188000000.0,-4188000000.0,-4188000000.0,-4188000000.0,-4273000000.0,-4273000000.0,-4273000000.0,-4273000000.0,-4345000000.0,-4345000000.0,-4345000000.0,-4345000000.0,-4386000000.0,-4386000000.0,-4386000000.0,-4386000000.0,-4055000000.0,-4055000000.0,-4055000000.0,-4055000000.0,-3937000000.0,-3937000000.0,-3937000000.0,-3937000000.0,-4222000000.0,-4222000000.0,-4222000000.0
AdditionalPaidInCapital / USD,1609700000.0,1610000000.0,1610000000.0,1764000000.0,1764000000.0,1764000000.0,1764000000.0,1132000000.0,1132000000.0,1132000000.0,1132000000.0,1336000000.0,1336000000.0,1336000000.0,1336000000.0,1551000000.0,818000000.0,818000000.0,818000000.0,1004000000.0,1004000000.0,1004000000.0,1004000000.0,1236000000.0,1236000000.0,1236000000.0,1236000000.0,1438000000.0,1438000000.0,1438000000.0,1438000000.0,1691000000.0,1691000000.0,1691000000.0,1691000000.0,1691000000.0,1984000000.0,1984000000.0,1984000000.0,1984000000.0,2204000000.0,2204000000.0,2204000000.0,2204000000.0,2488000000.0,2488000000.0,2488000000.0,2488000000.0,2969000000.0,2969000000.0,2969000000.0,2969000000.0,3269000000.0,3269000000.0,3269000000.0,3269000000.0,3546000000.0,3546000000.0,3546000000.0,3546000000.0,3808000000.0,3808000000.0,3808000000.0,3808000000.0,4181000000.0,4181000000.0,4181000000.0
AdvertisingExpense / USD,,,,,,,1650000000.0,,,,1534000000.0,,,,1656000000.0,,,,1734000000.0,,,,1792000000.0,,,,1891000000.0,,,,1784000000.0,,,,1491000000.0,1491000000.0,,,,1428000000.0,,,,1573000000.0,,,,1590000000.0,,,,1694000000.0,,,,1948000000.0,,,,2021000000.0,,,,1997000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,100000000.0,,,,117000000.0,,,,121000000.0,,,,122000000.0,,,,120000000.0,,,,128000000.0,,,,131000000.0,,,,125000000.0,125000000.0,,,,123000000.0,,,,127000000.0,,,,109000000.0,,,,100000000.0,,,,107000000.0,,,,135000000.0,,,,125000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,47400000.0,,47000000.0,52000000.0,52000000.0,50000000.0,52000000.0,53000000.0,53000000.0,53000000.0,53000000.0,49000000.0,49000000.0,49000000.0,49000000.0,61000000.0,61000000.0,61000000.0,61000000.0,67000000.0,67000000.0,67000000.0,67000000.0,54000000.0,54000000.0,54000000.0,54000000.0,59000000.0,59000000.0,59000000.0,59000000.0,73000000.0,73000000.0,73000000.0,73000000.0,73000000.0,77000000.0,77000000.0,77000000.0,77000000.0,82000000.0,82000000.0,82000000.0,82000000.0,76000000.0,76000000.0,76000000.0,76000000.0,89000000.0,89000000.0,89000000.0,89000000.0,78000000.0,78000000.0,78000000.0,78000000.0,70000000.0,70000000.0,70000000.0,70000000.0,80000000.0,80000000.0,80000000.0,80000000.0,85000000.0,85000000.0,85000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,19000000.0,,,,22000000.0,,,,22000000.0,,,,28000000.0,,,,31000000.0,,,,32000000.0,,,,32000000.0,,,,33000000.0,33000000.0,,,,33000000.0,,,,35000000.0,,,,59000000.0,,,,62000000.0,,,,88000000.0,,,,89000000.0,,,,80000000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,8913941.0,1367200.0,18300.0,18300.0,49904.0,5794326.0,4214263.0,34719.0,422263.0,67565.0,2987600.0,4140404.0,1259888.0,3063536.0,3750570.0,46303.0,703219.0,,3374995.0,36266.0,484913.0,6600000.0,1566993.0,1573532.0,3515898.0,6600000.0,3361727.0,356541.0,1212685.0,,,9182150.0,9051702.0,9209060.0,,16287263.0,16284602.0,16602521.0,,21980033.0,21751174.0,18818149.0,,20965110.0,19717653.0,15862643.0,,2721084.0,2453048.0,2763779.0,,4107848.0,4136899.0,3709818.0,,13671978.0,13482312.0,13504588.0,,986909.0,23044.0,113356.0
Assets / USD,9979300000.0,9979000000.0,9979000000.0,11134000000.0,11134000000.0,11134000000.0,11134000000.0,11172000000.0,11172000000.0,11172000000.0,11134000000.0,12724000000.0,12724000000.0,12724000000.0,11172000000.0,13394000000.0,13394000000.0,13394000000.0,12724000000.0,13876000000.0,13876000000.0,13876000000.0,13394000000.0,13459000000.0,13459000000.0,13459000000.0,13985000000.0,11935000000.0,11935000000.0,11935000000.0,13440000000.0,12123000000.0,12123000000.0,12123000000.0,11935000000.0,11935000000.0,12676000000.0,12676000000.0,12676000000.0,12123000000.0,12161000000.0,12161000000.0,12161000000.0,12676000000.0,15034000000.0,15034000000.0,15034000000.0,12161000000.0,15920000000.0,15920000000.0,15920000000.0,15034000000.0,15040000000.0,15040000000.0,15040000000.0,15920000000.0,15731000000.0,15731000000.0,15731000000.0,15731000000.0,16393000000.0,16393000000.0,16393000000.0,16393000000.0,16046000000.0,16046000000.0,16046000000.0
