fact_unit,2009-07-31,2009-10-30,2010-02-26,2010-05-06,2010-08-04,2010-11-05,2011-02-24,2011-05-06,2011-07-12,2011-08-05,2011-11-04,2012-02-29,2012-05-04,2012-08-03,2012-08-10,2012-11-02,2013-02-27,2013-05-03,2013-08-02,2013-11-01,2014-02-27,2014-05-02,2014-08-01,2014-10-31,2015-02-26,2015-05-01,2015-07-31,2015-10-30,2016-02-25,2016-05-06,2016-08-05,2016-11-04,2017-02-28,2017-05-05,2017-08-04,2017-11-03,2018-02-28,2018-05-04,2018-08-03,2018-11-02,2019-02-27,2019-05-03,2019-08-02,2019-11-01,2020-02-26,2020-05-01,2020-07-31,2020-10-30,2021-02-25,2021-05-07,2021-08-06,2021-11-04,2022-02-24,2022-05-06,2022-08-05,2022-11-04,2023-02-23,2023-05-05,2023-08-04,2023-11-03,2024-02-22,2024-05-03,2024-08-02,2024-11-01,2025-02-20,2025-05-02,2025-08-01,2025-10-31
AccountsPayableCurrent / USD,539500000.0,539500000.0,539500000.0,533600000.0,533600000.0,533600000.0,533600000.0,546700000.0,529800000.0,546700000.0,546700000.0,546700000.0,628700000.0,612300000.0,532500000.0,612300000.0,612300000.0,612300000.0,641400000.0,641400000.0,641400000.0,641400000.0,691500000.0,691500000.0,691500000.0,820700000.0,820700000.0,820700000.0,820700000.0,822200000.0,822200000.0,822200000.0,822200000.0,822200000.0,926200000.0,926200000.0,926000000.0,1428000000.0,1428000000.0,1428000000.0,1428000000.0,1615000000.0,1615000000.0,1615000000.0,1615000000.0,1920000000.0,1920000000.0,1920000000.0,1920000000.0,2175000000.0,2175000000.0,2175000000.0,2175000000.0,2867000000.0,2867000000.0,2867000000.0,2867000000.0,3381000000.0,3381000000.0,3381000000.0,3381000000.0,2872000000.0,2872000000.0,2872000000.0,2872000000.0,3079000000.0,3079000000.0,3079000000.0
AccountsReceivableNetCurrent / USD,1478100000.0,1478100000.0,1478100000.0,1409600000.0,1409600000.0,1409600000.0,1409600000.0,1473800000.0,1375700000.0,1473800000.0,1473800000.0,1473800000.0,1814100000.0,1783100000.0,1440100000.0,1763700000.0,1763700000.0,1763700000.0,1804900000.0,1804900000.0,1804900000.0,1804900000.0,1942300000.0,1942300000.0,1942300000.0,2473600000.0,2473600000.0,2473600000.0,2473600000.0,2544900000.0,2544900000.0,2544900000.0,2544900000.0,2544900000.0,3048500000.0,3048500000.0,3049000000.0,3879000000.0,3879000000.0,3879000000.0,3879000000.0,4136000000.0,4136000000.0,4136000000.0,3879000000.0,4349000000.0,4349000000.0,4349000000.0,4349000000.0,5741000000.0,5741000000.0,5741000000.0,5741000000.0,7977000000.0,7977000000.0,7977000000.0,7977000000.0,8115000000.0,8115000000.0,8115000000.0,8115000000.0,8221000000.0,8221000000.0,8221000000.0,8221000000.0,8191000000.0,8191000000.0,8191000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,,,,,,,,22000000.0,22000000.0,,,23000000.0,23000000.0,,,29000000.0,32000000.0,32000000.0,32000000.0,32000000.0,35000000.0,51000000.0,49000000.0,49000000.0,49000000.0,49000000.0,46000000.0,52000000.0,61000000.0,52000000.0,50000000.0,69000000.0,66000000.0,65000000.0,63000000.0,66000000.0,70000000.0,71000000.0,70000000.0,71000000.0,,,,65000000.0,,,,75000000.0,,,,75000000.0,,,,81000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,579500000.0,579500000.0,,738400000.0,738400000.0,738400000.0,738400000.0,839000000.0,716700000.0,839000000.0,839000000.0,839000000.0,982600000.0,963600000.0,820500000.0,963600000.0,963600000.0,963600000.0,1125600000.0,1125600000.0,1125600000.0,1125600000.0,1313700000.0,1313700000.0,1313700000.0,1442400000.0,1442400000.0,1442400000.0,1442400000.0,1664900000.0,1664900000.0,1664900000.0,1664900000.0,1664900000.0,1837700000.0,1837700000.0,1838000000.0,2292000000.0,2292000000.0,2292000000.0,2292000000.0,,,,2655000000.0,,,,3015000000.0,,,,3665000000.0,,,,4260000000.0,,,,4989000000.0,,,,6076000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-145800000.0,-145800000.0,-145800000.0,92000000.0,92000000.0,92000000.0,92000000.0,43600000.0,92000000.0,43600000.0,43600000.0,43600000.0,-399500000.0,-399500000.0,43600000.0,-399500000.0,-399500000.0,-399500000.0,-150400000.0,-150400000.0,-150400000.0,-150400000.0,-77200000.0,-77200000.0,-77200000.0,-1285000000.0,-1285000000.0,-1285000000.0,-1285000000.0,-1997300000.0,-1997300000.0,-1997300000.0,-1997300000.0,-1997300000.0,-2636300000.0,-2636300000.0,-2636000000.0,-2003000000.0,-2003000000.0,-2003000000.0,-2003000000.0,-2498000000.0,-2498000000.0,-2498000000.0,-2003000000.0,-2679000000.0,-2679000000.0,-2679000000.0,-2679000000.0,-2807000000.0,-2807000000.0,-2807000000.0,-2807000000.0,-2329000000.0,-2329000000.0,-2329000000.0,-2329000000.0,-3099000000.0,-3099000000.0,-3099000000.0,-3099000000.0,-3224000000.0,-3224000000.0,-3224000000.0,-3224000000.0,-2697000000.0,-2697000000.0,-2697000000.0
AdditionalPaidInCapitalCommonStock / USD,11301300000.0,11301300000.0,11301300000.0,11140700000.0,11140700000.0,11140700000.0,11140700000.0,10019700000.0,11140700000.0,10019700000.0,10019700000.0,10019700000.0,10152000000.0,10152000000.0,10019700000.0,10152000000.0,10152000000.0,10152000000.0,10501100000.0,10501100000.0,10501100000.0,10501100000.0,8222600000.0,8222600000.0,8222600000.0,11473600000.0,11473600000.0,11473600000.0,11473600000.0,11801200000.0,11801200000.0,11801200000.0,11801200000.0,11801200000.0,12139600000.0,12139600000.0,12140000000.0,14177000000.0,14177000000.0,14177000000.0,14177000000.0,14621000000.0,14621000000.0,14621000000.0,14621000000.0,15064000000.0,15064000000.0,15064000000.0,15064000000.0,15579000000.0,15579000000.0,15579000000.0,15579000000.0,16174000000.0,16174000000.0,16174000000.0,16174000000.0,16743000000.0,16743000000.0,16743000000.0,16743000000.0,17286000000.0,17286000000.0,17286000000.0,17286000000.0,17962000000.0,17962000000.0,17962000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,68100000.0,21900000.0,41900000.0,68100000.0,60700000.0,83100000.0,83100000.0,37500000.0,57800000.0,80200000.0,80200000.0,43700000.0,66600000.0,78200000.0,25200000.0,56000000.0,86600000.0,90900000.0,28200000.0,59300000.0,91800000.0,117100000.0,117100000.0,67100000.0,102000000.0,125000000.0,33000000.0,71000000.0,116000000.0,133000000.0,43000000.0,91000000.0,137000000.0,159000000.0,44000000.0,96000000.0,138000000.0,181000000.0,46000000.0,93000000.0,145000000.0,181000000.0,51000000.0,102000000.0,153000000.0,196000000.0,78000000.0,155000000.0,232000000.0,230000000.0,76000000.0,150000000.0,217000000.0,307000000.0,70000000.0,154000000.0,222000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,43100000.0,43100000.0,43100000.0,47200000.0,47200000.0,47200000.0,47200000.0,39200000.0,46400000.0,39200000.0,39200000.0,39200000.0,67400000.0,65800000.0,39200000.0,65800000.0,65800000.0,65800000.0,55500000.0,55500000.0,55500000.0,55500000.0,54100000.0,54100000.0,54100000.0,74100000.0,74100000.0,74100000.0,74100000.0,70100000.0,70100000.0,70100000.0,54100000.0,54100000.0,77300000.0,77300000.0,74000000.0,109000000.0,109000000.0,109000000.0,70000000.0,117000000.0,117000000.0,117000000.0,77000000.0,117000000.0,117000000.0,117000000.0,109000000.0,135000000.0,135000000.0,135000000.0,135000000.0,150000000.0,150000000.0,150000000.0,150000000.0,189000000.0,189000000.0,189000000.0,189000000.0,193000000.0,193000000.0,193000000.0,193000000.0,173000000.0,173000000.0,173000000.0
AlternativeInvestment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,16000000.0,,,,22000000.0,,,,28000000.0,,,
AmortizationOfIntangibleAssets / USD,,,,,292400000.0,440600000.0,602800000.0,146700000.0,585700000.0,284500000.0,,579900000.0,,,579900000.0,,554700000.0,554700000.0,,,647900000.0,647900000.0,,,747600000.0,,,,763100000.0,,,,1330000000.0,1330000000.0,,,1310000000.0,,,,1380000000.0,444000000.0,885000000.0,1316000000.0,1594000000.0,422000000.0,851000000.0,1285000000.0,1741000000.0,425000000.0,842000000.0,1256000000.0,1713000000.0,423000000.0,872000000.0,1295000000.0,1667000000.0,609000000.0,1209000000.0,1803000000.0,1761000000.0,606000000.0,1191000000.0,1775000000.0,2395000000.0,551000000.0,1065000000.0,1514000000.0
