fact_unit,2009-08-05,2009-11-06,2010-02-25,2010-05-07,2010-08-02,2010-08-06,2010-11-08,2011-02-28,2011-05-10,2011-08-05,2011-11-04,2012-02-21,2012-05-04,2012-08-03,2012-11-02,2013-02-19,2013-05-01,2013-07-31,2013-10-31,2014-02-18,2014-05-01,2014-07-31,2014-10-31,2015-02-13,2015-04-28,2015-07-28,2015-10-27,2016-02-11,2016-04-28,2016-07-28,2016-10-27,2017-02-09,2017-04-27,2017-07-26,2017-10-26,2018-02-08,2018-04-26,2018-07-26,2018-10-25,2019-02-21,2019-04-26,2019-07-25,2019-10-24,2020-02-05,2020-04-29,2020-07-31,2020-10-29,2021-02-05,2021-04-29,2021-07-29,2021-10-28,2022-02-04,2022-04-28,2022-07-28,2022-10-27,2023-02-03,2023-05-03,2023-07-28,2023-10-27,2024-02-07,2024-04-25,2024-07-25,2024-10-29,2025-02-06,2025-05-06,2025-07-31,2025-10-24
AccountsPayableAndAccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20272000000.0,20272000000.0,20272000000.0,21296000000.0,21296000000.0,21296000000.0,21296000000.0,23282000000.0,23282000000.0,23282000000.0,23282000000.0,21520000000.0,21520000000.0,21520000000.0,21520000000.0,20673000000.0,20673000000.0,20673000000.0,20673000000.0,22204000000.0,22204000000.0,22204000000.0,22204000000.0,22349000000.0,22349000000.0,22349000000.0,22349000000.0,25605000000.0,25605000000.0,25605000000.0,25605000000.0,25992000000.0,25992000000.0,25992000000.0,25992000000.0,24128000000.0,24128000000.0,24128000000.0
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11042000000.0,11042000000.0,11042000000.0,11102000000.0,11102000000.0,11102000000.0,11102000000.0,10599000000.0,10599000000.0,10599000000.0,10599000000.0,11195000000.0,11195000000.0,11195000000.0,11195000000.0,9237000000.0,9237000000.0,9237000000.0,9237000000.0,9993000000.0,9993000000.0,9993000000.0,9993000000.0,11370000000.0,11370000000.0,11370000000.0,11370000000.0,15729000000.0,15729000000.0,15729000000.0,15729000000.0,15601000000.0,15601000000.0,15601000000.0,15601000000.0,14723000000.0,14723000000.0,14723000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-10085000000.0,-10085000000.0,-10124000000.0,-10123000000.0,-12808000000.0,-10864000000.0,-10864000000.0,-10864000000.0,-14313000000.0,-14313000000.0,-14313000000.0,-10864000000.0,-18734000000.0,-18734000000.0,-18734000000.0,-18734000000.0,-22854000000.0,-22854000000.0,-22854000000.0,-22854000000.0,-18230000000.0,-18230000000.0,-18230000000.0,-18230000000.0,-20032000000.0,-20032000000.0,-20032000000.0,-5265000000.0,-6257000000.0,-6257000000.0,-6257000000.0,-6257000000.0,-7013000000.0,-7013000000.0,-7013000000.0,-7013000000.0,-6959000000.0,-6959000000.0,-6959000000.0,-6959000000.0,-7366000000.0,-7366000000.0,-7366000000.0,-7366000000.0,-7728000000.0,-7728000000.0,-7728000000.0,-7728000000.0,-8294000000.0,-8294000000.0,-8294000000.0,-8294000000.0,-8339000000.0,-8339000000.0,-8339000000.0,-8339000000.0,-9339000000.0,-9339000000.0,-9339000000.0,-9339000000.0,-9042000000.0,-9042000000.0,-9042000000.0,-9042000000.0,-9639000000.0,-9639000000.0,-9639000000.0
AdditionalPaidInCapitalCommonStock / USD,,,10875000000.0,10875000000.0,17382000000.0,16786000000.0,16786000000.0,16786000000.0,20803000000.0,20803000000.0,20803000000.0,20803000000.0,20905000000.0,20905000000.0,20905000000.0,20905000000.0,20976000000.0,20976000000.0,20976000000.0,20976000000.0,21422000000.0,21422000000.0,21422000000.0,21422000000.0,21089000000.0,21089000000.0,21089000000.0,21089000000.0,21421000000.0,21421000000.0,21421000000.0,21421000000.0,21630000000.0,21630000000.0,21630000000.0,21630000000.0,21843000000.0,21843000000.0,21843000000.0,21843000000.0,22006000000.0,22006000000.0,22006000000.0,22006000000.0,22165000000.0,22165000000.0,22165000000.0,22165000000.0,22290000000.0,22290000000.0,22290000000.0,22290000000.0,22611000000.0,22611000000.0,22611000000.0,22611000000.0,22832000000.0,22832000000.0,22832000000.0,22832000000.0,23128000000.0,23128000000.0,23128000000.0,23128000000.0,23502000000.0,23502000000.0,23502000000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160000000.0,,,,2304000000.0,,,,2563000000.0,,,-626000000.0,-669000000.0,-287000000.0,-587000000.0,-891000000.0,-972000000.0,-302000000.0,-590000000.0,-938000000.0,-1199000000.0,-361000000.0,-715000000.0,-1034000000.0,-1294000000.0,-310000000.0,-608000000.0,-876000000.0,-1358000000.0,-272000000.0,-554000000.0,-853000000.0,-1149000000.0,-376000000.0,-772000000.0,
AdvertisingExpense / USD,,,,,,,,4500000000.0,,,,3200000000.0,,,,3900000000.0,,,,4100000000.0,,,,4000000000.0,,,,4400000000.0,,,,4300000000.0,,,,4300000000.0,,,,4300000000.0,,,,4100000000.0,,,,4000000000.0,,,,3600000000.0,,,,2800000000.0,,,,3100000000.0,,,,2200000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,200000000.0,170000000.0,,,,342000000.0,,,,,,,,,,,,,,,,,,,,,,372000000.0,372000000.0,372000000.0,392000000.0,392000000.0,392000000.0,392000000.0,392000000.0,392000000.0,392000000.0,412000000.0,94000000.0,94000000.0,94000000.0,94000000.0,63000000.0,63000000.0,63000000.0,63000000.0,84000000.0,84000000.0,84000000.0,84000000.0,48000000.0,48000000.0,48000000.0,48000000.0,105000000.0,105000000.0,105000000.0,105000000.0,64000000.0,64000000.0,64000000.0,64000000.0,84000000.0,84000000.0,84000000.0
AllowanceForNotesAndLoansReceivableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162000000.0,162000000.0,162000000.0,162000000.0,394000000.0,394000000.0,394000000.0,394000000.0,282000000.0,282000000.0,282000000.0,282000000.0,255000000.0,255000000.0,255000000.0,255000000.0,256000000.0,256000000.0,256000000.0,256000000.0,247000000.0,247000000.0,247000000.0
AllowanceForNotesAndLoansReceivableNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351000000.0,351000000.0,351000000.0,351000000.0,911000000.0,911000000.0,911000000.0,911000000.0,643000000.0,643000000.0,643000000.0,643000000.0,590000000.0,590000000.0,590000000.0,590000000.0,626000000.0,626000000.0,626000000.0,626000000.0,617000000.0,617000000.0,617000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,,,,162000000.0,,,,,,,,,,,,,,,,87000000.0,,,,,,,,,,,,,,,,,0.0,0.0,,29000000.0,30000000.0,25000000.0,,29000000.0,56000000.0,43000000.0,42000000.0,29000000.0,56000000.0,43000000.0,42000000.0,42000000.0,,,,42000000.0,,,
