fact_unit,2009-07-31,2009-10-30,2010-02-26,2010-05-04,2010-08-02,2010-11-02,2011-02-25,2011-04-29,2011-07-29,2011-10-28,2012-02-24,2012-05-02,2012-08-01,2012-10-30,2012-10-31,2012-11-01,2013-02-22,2013-04-30,2013-07-31,2013-11-06,2014-02-21,2014-05-01,2014-07-31,2014-10-30,2015-02-20,2015-04-30,2015-07-30,2015-10-29,2016-02-19,2016-04-28,2016-07-28,2016-10-27,2017-02-23,2017-04-27,2017-07-27,2017-10-26,2018-02-23,2018-04-26,2018-07-26,2018-10-24,2019-02-22,2019-04-25,2019-07-25,2019-10-23,2020-03-02,2020-04-23,2020-07-31,2020-10-30,2021-02-19,2021-04-30,2021-07-30,2021-10-29,2022-02-18,2022-04-29,2022-08-03,2022-11-02,2023-02-23,2023-05-03,2023-08-02,2023-10-31,2024-02-21,2024-05-01,2024-07-31,2024-10-29,2025-02-25,2025-04-28,2025-08-01,2025-11-04
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,687100000.0,626400000.0,763100000.0,763100000.0,763100000.0,763100000.0,757300000.0,757300000.0,757300000.0,757300000.0,863100000.0,863100000.0,863100000.0,863100000.0,812400000.0,812400000.0,812400000.0,812400000.0,895700000.0,895700000.0,895700000.0,895700000.0,1087200000.0,1087200000.0,1087200000.0,1087200000.0,1904000000.0,1904000000.0,1904000000.0,1904000000.0,1920400000.0,1920400000.0,1920400000.0,1920400000.0,1157100000.0,1157100000.0,1157100000.0,1157100000.0,1314800000.0,1314800000.0,1314800000.0,1314800000.0,1294400000.0,1294400000.0,1294400000.0,1688300000.0,1285300000.0,1285300000.0,1285300000.0
AccountsPayableTradeCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,272600000.0,287900000.0,,,,334600000.0,,,,343500000.0,,,,302600000.0,,,,274300000.0,,,,155500000.0,,,,43200000.0,,,,414600000.0,,,,348900000.0,,,,39200000.0,,,,59600000.0,,,,31500000.0,,,
AccountsReceivableNet / USD,,,,,,,,,,,,,,,,,,,,424400000.0,449400000.0,500800000.0,500800000.0,500800000.0,500800000.0,545900000.0,545900000.0,545900000.0,545900000.0,528100000.0,528100000.0,528100000.0,528100000.0,544200000.0,544200000.0,544200000.0,544200000.0,622500000.0,622500000.0,622500000.0,622500000.0,604000000.0,604000000.0,604000000.0,604000000.0,855600000.0,855600000.0,855600000.0,855600000.0,741100000.0,741100000.0,741100000.0,741100000.0,785000000.0,785000000.0,785000000.0,785000000.0,801800000.0,801800000.0,801800000.0,801800000.0,701500000.0,701500000.0,701500000.0,701500000.0,740800000.0,740800000.0,740800000.0
AccruedBonusesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,528200000.0,535000000.0,,,,553100000.0,,,,572900000.0,,,,568100000.0,,,,561500000.0,,,,594900000.0,,,,542800000.0,,,,835100000.0,,,,825500000.0,,,,941100000.0,,,,773000000.0,,,,802100000.0,,,
AccruedEmployeeBenefitsCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,64300000.0,74800000.0,,,,123300000.0,,,,94400000.0,,,,93200000.0,,,,92800000.0,,,,101200000.0,,,,103700000.0,,,,195600000.0,,,,148200000.0,,,,121200000.0,,,,87800000.0,,,,98300000.0,,,
AccruedIncomeTaxes / USD,,,,,,,,,,,,,,,,,,,,59600000.0,77900000.0,,,,123600000.0,,,,95200000.0,,,,78800000.0,,,,91600000.0,,,,,,,,,,,,118200000.0,,,,67200000.0,,,,80600000.0,,,,89100000.0,,,,110500000.0,,,
AccruedLiabilitiesAndOtherLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961400000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-95800000.0,-95800000.0,-95800000.0,393600000.0,393600000.0,393600000.0,-95800000.0,495500000.0,495500000.0,495500000.0,393600000.0,373300000.0,373300000.0,393600000.0,373300000.0,373300000.0,495500000.0,373300000.0,373300000.0,495500000.0,495500000.0,530500000.0,530500000.0,530500000.0,373300000.0,427900000.0,427900000.0,427900000.0,530500000.0,48800000.0,48800000.0,48800000.0,427900000.0,-446000000.0,-446000000.0,-446000000.0,48800000.0,-809300000.0,-809300000.0,-809300000.0,-446000000.0,-735000000.0,-735000000.0,-735000000.0,-735000000.0,-587300000.0,-587300000.0,-587300000.0,-587300000.0,-404500000.0,-404500000.0,-404500000.0,-404500000.0,-441500000.0,-441500000.0,-441500000.0,-441500000.0,-942400000.0,-942400000.0,-942400000.0,-942400000.0,-801800000.0,-801800000.0,-801800000.0,-801800000.0,-1036100000.0,-1036100000.0,-1036100000.0
AdditionalPaidInCapitalCommonStock / USD,5352600000.0,5352600000.0,5352600000.0,5688400000.0,5688400000.0,5688400000.0,5688400000.0,6262600000.0,6262600000.0,6262600000.0,6262600000.0,6180600000.0,6180600000.0,6262600000.0,6180600000.0,6180600000.0,6180600000.0,6141000000.0,6141000000.0,6180600000.0,6141000000.0,6100800000.0,6100800000.0,6100800000.0,6100800000.0,6133600000.0,6133600000.0,6133600000.0,6133600000.0,6197700000.0,6197700000.0,6197700000.0,6197700000.0,6227400000.0,6227400000.0,6227400000.0,6227400000.0,6282000000.0,6282000000.0,6282000000.0,6282000000.0,6334800000.0,6334800000.0,6334800000.0,6334800000.0,7860800000.0,7860800000.0,7860800000.0,7860800000.0,7811400000.0,7811400000.0,7811400000.0,7811400000.0,7688000000.0,7688000000.0,7688000000.0,7688000000.0,7554900000.0,7554900000.0,7554900000.0,7554900000.0,7451600000.0,7451600000.0,7451600000.0,7451600000.0,7334600000.0,7334600000.0,7334600000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,600000.0,5500000.0,,200000.0,600000.0,6600000.0,,300000.0,500000.0,6700000.0,,300000.0,600000.0,7300000.0,,300000.0,600000.0,7300000.0,,300000.0,700000.0,7900000.0,,400000.0,1200000.0,7100000.0,,500000.0,800000.0,7400000.0,7600000.0,500000.0,1000000.0,7400000.0,8100000.0,500000.0,800000.0,7000000.0
