fact_unit,2009-08-10,2009-11-06,2010-03-01,2010-05-07,2010-08-09,2010-11-08,2011-02-25,2011-05-10,2011-08-08,2011-11-04,2012-02-29,2012-05-08,2012-08-08,2012-11-06,2013-02-27,2013-05-03,2013-08-06,2013-10-29,2014-02-24,2014-04-30,2014-08-05,2014-10-29,2015-02-19,2015-04-27,2015-08-05,2015-11-02,2016-02-16,2016-05-02,2016-07-29,2016-10-28,2016-10-31,2017-02-14,2017-04-27,2017-07-26,2017-10-26,2018-02-13,2018-04-25,2018-07-27,2018-10-31,2019-02-13,2019-05-01,2019-07-31,2019-10-30,2020-02-12,2020-05-01,2020-07-29,2020-10-29,2021-02-09,2021-04-28,2021-08-04,2021-11-03,2022-02-16,2022-04-28,2022-08-05,2022-11-04,2023-02-09,2023-04-28,2023-08-04,2023-10-31,2024-02-14,2024-05-03,2024-08-07,2024-10-31,2025-02-14,2025-05-02,2025-08-06,2025-11-05
AccountsPayableCurrent / USD,,504000000.0,504000000.0,574000000.0,574000000.0,574000000.0,574000000.0,716000000.0,716000000.0,716000000.0,716000000.0,642000000.0,642000000.0,642000000.0,642000000.0,905000000.0,905000000.0,905000000.0,905000000.0,787000000.0,787000000.0,787000000.0,787000000.0,1212000000.0,1212000000.0,1212000000.0,995000000.0,965000000.0,965000000.0,965000000.0,995000000.0,965000000.0,917000000.0,917000000.0,917000000.0,917000000.0,1352000000.0,1352000000.0,1352000000.0,1352000000.0,1207000000.0,1207000000.0,1207000000.0,1207000000.0,1371000000.0,1371000000.0,1371000000.0,1371000000.0,1421000000.0,1421000000.0,1421000000.0,1421000000.0,1366000000.0,1366000000.0,1366000000.0,1366000000.0,1572000000.0,1572000000.0,1572000000.0,1572000000.0,1590000000.0,1590000000.0,1590000000.0,1590000000.0,1908000000.0,1908000000.0,1908000000.0
AccountsReceivableNetCurrent / USD,2073000000.0,2073000000.0,2073000000.0,2109000000.0,2109000000.0,2109000000.0,2109000000.0,2335000000.0,2335000000.0,2335000000.0,2335000000.0,2896000000.0,2896000000.0,2896000000.0,2896000000.0,2518000000.0,2518000000.0,2518000000.0,2518000000.0,2697000000.0,2697000000.0,2697000000.0,2697000000.0,2546000000.0,2546000000.0,2546000000.0,2546000000.0,2995000000.0,2995000000.0,2995000000.0,2546000000.0,2995000000.0,3165000000.0,3165000000.0,3165000000.0,3165000000.0,3237000000.0,3237000000.0,3237000000.0,3237000000.0,3580000000.0,3580000000.0,3580000000.0,3580000000.0,4057000000.0,4057000000.0,4057000000.0,4057000000.0,4525000000.0,4525000000.0,4525000000.0,4525000000.0,4895000000.0,4895000000.0,4895000000.0,4895000000.0,5563000000.0,5563000000.0,5563000000.0,5563000000.0,7268000000.0,7268000000.0,7268000000.0,7268000000.0,6782000000.0,6782000000.0,6782000000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557000000.0,,,,828000000.0,,,,701000000.0,,,,1195000000.0,,,,1664000000.0,,,
AccruedLiabilitiesCurrent / USD,,3382000000.0,3382000000.0,3299000000.0,3299000000.0,3299000000.0,3299000000.0,3366000000.0,3366000000.0,3366000000.0,3366000000.0,5028000000.0,5028000000.0,5028000000.0,5028000000.0,4791000000.0,4791000000.0,4791000000.0,4791000000.0,4655000000.0,4655000000.0,4655000000.0,4655000000.0,5296000000.0,5296000000.0,5296000000.0,5513000000.0,5452000000.0,5452000000.0,5452000000.0,5513000000.0,5452000000.0,5884000000.0,5884000000.0,5884000000.0,5884000000.0,6516000000.0,6516000000.0,6516000000.0,6516000000.0,7862000000.0,7862000000.0,7862000000.0,7862000000.0,8511000000.0,8511000000.0,8511000000.0,8511000000.0,10141000000.0,10141000000.0,10141000000.0,10141000000.0,10731000000.0,10731000000.0,10731000000.0,10731000000.0,12524000000.0,12524000000.0,12524000000.0,12524000000.0,15359000000.0,15359000000.0,15359000000.0,15359000000.0,17641000000.0,17641000000.0,17641000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,4600000000.0,4600000000.0,4638000000.0,5200000000.0,5200000000.0,5200000000.0,5166000000.0,5800000000.0,5800000000.0,5800000000.0,5811000000.0,6600000000.0,6600000000.0,6600000000.0,6621000000.0,6900000000.0,6900000000.0,6900000000.0,6942000000.0,7000000000.0,7000000000.0,7000000000.0,7033000000.0,7300000000.0,7300000000.0,7300000000.0,7033000000.0,7265000000.0,7500000000.0,7500000000.0,7500000000.0,7466000000.0,7600000000.0,7600000000.0,7600000000.0,7590000000.0,7800000000.0,7800000000.0,7800000000.0,7796000000.0,8400000000.0,8400000000.0,8400000000.0,8357000000.0,9000000000.0,9000000000.0,9000000000.0,8977000000.0,8800000000.0,8800000000.0,8800000000.0,8798000000.0,9300000000.0,9300000000.0,9300000000.0,9283000000.0,9800000000.0,9800000000.0,9800000000.0,9808000000.0,10400000000.0,10400000000.0,10400000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,117000000.0,117000000.0,117000000.0,45000000.0,45000000.0,45000000.0,53000000.0,153000000.0,153000000.0,153000000.0,117000000.0,171000000.0,171000000.0,171000000.0,45000000.0,146000000.0,146000000.0,146000000.0,153000000.0,-161000000.0,-161000000.0,-161000000.0,171000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0,-480000000.0,-480000000.0,-480000000.0,-8000000.0,-480000000.0,-471000000.0,-471000000.0,-471000000.0,-471000000.0,-679000000.0,-679000000.0,-679000000.0,-679000000.0,-769000000.0,-769000000.0,-769000000.0,-769000000.0,-528000000.0,-528000000.0,-528000000.0,-528000000.0,-985000000.0,-985000000.0,-985000000.0,-985000000.0,-796000000.0,-796000000.0,-796000000.0,-796000000.0,-231000000.0,-231000000.0,-231000000.0,-231000000.0,-289000000.0,-289000000.0,-289000000.0,-289000000.0,-66000000.0,-66000000.0,-66000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000000.0,59000000.0,169000000.0,45000000.0,45000000.0,45000000.0,149000000.0,37000000.0,37000000.0,37000000.0,139000000.0,125000000.0,225000000.0,239000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,316000000.0,,,,267000000.0,,,,324000000.0,,,,357000000.0,,,,337000000.0,,,,359000000.0,,,,400000000.0,,,,400000000.0,404000000.0,,,,319000000.0,,,,342000000.0,61000000.0,61000000.0,61000000.0,347000000.0,64000000.0,64000000.0,64000000.0,327000000.0,52000000.0,52000000.0,52000000.0,323000000.0,57000000.0,57000000.0,57000000.0,349000000.0,78000000.0,78000000.0,78000000.0,361000000.0,47000000.0,47000000.0,47000000.0,419000000.0,103000000.0,260000000.0,396000000.0
AdvertisingExpense / USD,,,,,,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346000000.0,,,,489000000.0,,,,620000000.0,,,,674000000.0,,,,789000000.0,,,,962000000.0,,,,843000000.0,,,,841000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341000000.0,,,,401000000.0,,,
