fact_unit,2009-08-04,2009-11-03,2010-02-25,2010-05-04,2010-08-05,2010-11-02,2011-02-23,2011-05-03,2011-08-02,2011-11-01,2012-02-21,2012-04-30,2012-07-31,2012-10-30,2012-12-03,2013-02-19,2013-04-30,2013-08-02,2013-11-05,2014-02-25,2014-05-06,2014-08-05,2014-11-04,2015-02-24,2015-05-05,2015-08-04,2015-11-03,2016-02-23,2016-05-03,2016-08-02,2016-11-01,2017-02-21,2017-05-04,2017-08-01,2017-10-31,2018-02-20,2018-05-01,2018-07-31,2018-08-01,2018-10-30,2019-02-19,2019-05-02,2019-08-01,2019-10-31,2020-02-18,2020-05-05,2020-08-04,2020-11-03,2020-11-16,2021-02-16,2021-05-06,2021-08-05,2021-11-04,2022-02-17,2022-05-05,2022-08-04,2022-11-03,2023-02-16,2023-05-04,2023-08-03,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-10-31,2025-02-18,2025-05-08,2025-08-07,2025-11-06
AccountsAndNotesReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,8273000000.0,6675000000.0,6675000000.0,6675000000.0,6675000000.0,4314000000.0,4314000000.0,4314000000.0,4314000000.0,3249000000.0,3249000000.0,3249000000.0,3249000000.0,4179000000.0,4179000000.0,4179000000.0,4179000000.0,4179000000.0,3920000000.0,3920000000.0,3920000000.0,3920000000.0,3267000000.0,3267000000.0,3267000000.0,3920000000.0,3267000000.0,2634000000.0,2634000000.0,2634000000.0,2634000000.0,6543000000.0,6543000000.0,6543000000.0,6543000000.0,7075000000.0,,,,,,,,6695000000.0,6695000000.0,6695000000.0
AccountsPayableCurrent / USD,,,,,15485000000.0,15485000000.0,15485000000.0,18399000000.0,18399000000.0,18399000000.0,18399000000.0,19653000000.0,19653000000.0,19653000000.0,18399000000.0,19653000000.0,10013000000.0,10013000000.0,10013000000.0,10013000000.0,9314000000.0,9314000000.0,9314000000.0,9250000000.0,7982000000.0,7982000000.0,7982000000.0,7982000000.0,4895000000.0,4895000000.0,4895000000.0,4895000000.0,3631000000.0,3631000000.0,3631000000.0,3631000000.0,4009000000.0,4009000000.0,4009000000.0,4009000000.0,4009000000.0,3863000000.0,3863000000.0,3863000000.0,3863000000.0,3176000000.0,3176000000.0,3176000000.0,3863000000.0,3176000000.0,2669000000.0,2669000000.0,2669000000.0,2669000000.0,5002000000.0,5002000000.0,5002000000.0,5002000000.0,6113000000.0,,,,,,,,6044000000.0,6044000000.0,6044000000.0
AccountsReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000.0,,2889000000.0,2889000000.0,2889000000.0,,2372000000.0,2372000000.0,2889000000.0,2372000000.0,,1827000000.0,1827000000.0,1827000000.0,5268000000.0,5268000000.0,5268000000.0,5268000000.0,5241000000.0,5241000000.0,5241000000.0,5241000000.0,4414000000.0,4414000000.0,4414000000.0,4414000000.0,5398000000.0,5398000000.0,5398000000.0
AccountsReceivableNetNoncurrent / USD,,,,,,,1009000000.0,,,,922000000.0,,,,922000000.0,559000000.0,,,,609000000.0,,,,470000000.0,,,,444000000.0,,,,519000000.0,,,,631000000.0,,,,,375000000.0,,,,238000000.0,,,,238000000.0,243000000.0,,,,137000000.0,,,,98000000.0,,,,142000000.0,,,,143000000.0,,,
AccretionExpenseIncludingAssetRetirementObligations / USD,,,,,,,,,,,,,212000000.0,319000000.0,389000000.0,409000000.0,105000000.0,208000000.0,308000000.0,422000000.0,106000000.0,211000000.0,317000000.0,394000000.0,117000000.0,237000000.0,357000000.0,434000000.0,121000000.0,243000000.0,365000000.0,484000000.0,109000000.0,221000000.0,329000000.0,483000000.0,95000000.0,187000000.0,187000000.0,276000000.0,425000000.0,88000000.0,177000000.0,266000000.0,362000000.0,86000000.0,173000000.0,259000000.0,362000000.0,353000000.0,67000000.0,133000000.0,195000000.0,326000000.0,62000000.0,125000000.0,186000000.0,252000000.0,61000000.0,122000000.0,182000000.0,242000000.0,68000000.0,136000000.0,204000000.0,250000000.0,80000000.0,160000000.0,240000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,1017000000.0,,,,994000000.0,,,,994000000.0,922000000.0,,,,364000000.0,348000000.0,348000000.0,348000000.0,,344000000.0,344000000.0,344000000.0,,258000000.0,258000000.0,258000000.0,,247000000.0,247000000.0,247000000.0,,,180000000.0,180000000.0,,,,178000000.0,178000000.0,,,,171000000.0,,,,180000000.0,180000000.0,109000000.0,187000000.0,187000000.0,187000000.0,111000000.0,182000000.0,182000000.0,182000000.0,116000000.0,184000000.0,184000000.0,184000000.0,112000000.0,206000000.0,206000000.0,206000000.0
AccrualForEnvironmentalLossContingenciesDiscountRate / pure,,,,,,,0.05,,,,0.05,,,,0.05,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,,,0.05,,,,0.05,,,,0.05,0.05,,,,0.05,,,,0.05,,,,0.05,,,,0.05,,,
AccrualForEnvironmentalLossContingenciesGross / USD,,,,,,,,,,,,,,,,,,,,,,,,348000000.0,,,,344000000.0,,,,258000000.0,,,,247000000.0,,,,,180000000.0,,,,178000000.0,,,,178000000.0,171000000.0,,,,180000000.0,,,,187000000.0,,,,182000000.0,,,,184000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,53534000000.0,53534000000.0,53534000000.0,60671000000.0,60671000000.0,60671000000.0,60671000000.0,65029000000.0,65029000000.0,65029000000.0,60671000000.0,65029000000.0,58916000000.0,58916000000.0,58916000000.0,58916000000.0,65321000000.0,65321000000.0,65321000000.0,65321000000.0,70786000000.0,70786000000.0,70786000000.0,70786000000.0,70413000000.0,70413000000.0,70413000000.0,70413000000.0,73075000000.0,73075000000.0,73075000000.0,73075000000.0,64748000000.0,64748000000.0,64748000000.0,64748000000.0,64748000000.0,64899000000.0,64899000000.0,64899000000.0,64899000000.0,55477000000.0,55477000000.0,55477000000.0,64899000000.0,55477000000.0,62213000000.0,62213000000.0,62213000000.0,62213000000.0,64735000000.0,64735000000.0,64735000000.0,,66630000000.0,66630000000.0,66630000000.0,,74361000000.0,74361000000.0,74361000000.0,,81072000000.0,81072000000.0,81072000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-1875000000.0,-1875000000.0,-1875000000.0,3065000000.0,3065000000.0,3065000000.0,3065000000.0,4773000000.0,4773000000.0,4773000000.0,-1875000000.0,3086000000.0,3246000000.0,3246000000.0,-1684000000.0,3225000000.0,4087000000.0,4087000000.0,4087000000.0,4933000000.0,2002000000.0,2002000000.0,2002000000.0,3246000000.0,-1902000000.0,-1902000000.0,-1902000000.0,4087000000.0,-6247000000.0,-6247000000.0,-6247000000.0,2002000000.0,-6193000000.0,-6193000000.0,-6193000000.0,-1902000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-5518000000.0,-6247000000.0,-6063000000.0,-6063000000.0,-6063000000.0,-6193000000.0,-5357000000.0,-5357000000.0,-5357000000.0,-6193000000.0,-5518000000.0,-5218000000.0,-5218000000.0,-5218000000.0,-5218000000.0,-4950000000.0,-4950000000.0,-4950000000.0,-4950000000.0,-6000000000.0,-6000000000.0,-6000000000.0,-6000000000.0,-5673000000.0,-5673000000.0,-5673000000.0,-5673000000.0,-6473000000.0,-6473000000.0,-6473000000.0
