fact_unit,2021-05-07,2021-08-05,2021-11-05,2022-02-22,2022-05-05,2022-08-04,2022-11-03,2023-02-23,2023-05-04,2023-08-03,2023-11-02,2024-02-22,2024-05-02,2024-08-02,2024-11-07,2025-02-28,2025-05-08,2025-08-07,2025-11-06
CashAndCashEquivalentsAtCarryingValue / USD,262000000.0,262000000.0,262000000.0,262000000.0,302000000.0,302000000.0,302000000.0,302000000.0,245000000.0,245000000.0,245000000.0,245000000.0,87000000.0,87000000.0,87000000.0,87000000.0,625000000.0,625000000.0,625000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,247000000.0,247000000.0,247000000.0,714000000.0,262000000.0,262000000.0,262000000.0,247000000.0,302000000.0,302000000.0,302000000.0,262000000.0,245000000.0,245000000.0,245000000.0,302000000.0,87000000.0,87000000.0,87000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,181000000.0,-112000000.0,-85000000.0,-467000000.0,276000000.0,987000000.0,115000000.0,15000000.0,-68000000.0,-20000000.0,-34000000.0,40000000.0,-91000000.0,-103000000.0,-150000000.0,-57000000.0,15000000.0,73000000.0,-23000000.0
CashDivestedFromDeconsolidation / USD,,,,,0.0,0.0,0.0,0.0,143000000.0,143000000.0,143000000.0,0.0,,,,143000000.0,,,
CommonStockDividendsPerShareDeclared / USD/shares,0.25,0.25,0.25,1.0,0.025,0.05,0.025,0.1,0.025,0.25,0.125,0.025,0.25,0.5,0.75,0.125,0.25,0.5,0.75
CommonStockParOrStatedValuePerShare / USD/shares,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
CommonStockSharesAuthorized / shares,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0,860000000.0
CommonStockSharesIssued / shares,418429375.0,418429375.0,418429375.0,418429375.0,419078606.0,419078606.0,419078606.0,419078606.0,419869987.0,419869987.0,419869987.0,419869987.0,420595901.0,420595901.0,420595901.0,420595901.0,491579646.0,491579646.0,491579646.0
CommonStockSharesOutstanding / shares,,,,374696222.0,,,,376062670.0,,,,377482630.0,,,,346930765.0,,,
CommonStockValue / USD,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,262000000.0,263000000.0,263000000.0,263000000.0,263000000.0,307000000.0,307000000.0,307000000.0
ComprehensiveIncomeNetOfTax / USD,-4481000000.0,-4867000000.0,-4870000000.0,-3541000000.0,389000000.0,705000000.0,592000000.0,-4862000000.0,1882000000.0,2808000000.0,3230000000.0,981000000.0,245000000.0,626000000.0,1085000000.0,3666000000.0,132000000.0,672000000.0,449000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,84000000.0,165000000.0,261000000.0,,80000000.0,159000000.0,243000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,-4623000000.0,-5001000000.0,-4959000000.0,-3670000000.0,451000000.0,859000000.0,829000000.0,-4906000000.0,1945000000.0,3012000000.0,3542000000.0,1321000000.0,329000000.0,791000000.0,1346000000.0,4074000000.0,212000000.0,831000000.0,692000000.0
ContractWithCustomerAssetNet / USD,670000000.0,670000000.0,670000000.0,670000000.0,956000000.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1700000000.0,1700000000.0,1700000000.0
CostsAndExpenses / USD,5845000000.0,6857000000.0,7929000000.0,9561000000.0,1472000000.0,2759000000.0,4288000000.0,9148000000.0,1530000000.0,3120000000.0,4820000000.0,6037000000.0,1220000000.0,2481000000.0,3957000000.0,6398000000.0,1456000000.0,3320000000.0,6200000000.0
CostsIncurredAcquisitionOfOilAndGasProperties / USD,,,,2529000000.0,,,,1211000000.0,,,,1259000000.0,,,,2569000000.0,,,
CostsIncurredAcquisitionOfOilAndGasPropertiesWithProvedReserves / USD,,,,8000000.0,,,,7000000.0,,,,599000000.0,,,,5000000.0,,,
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties / USD,,,,57000000.0,,,,4000000.0,,,,29000000.0,,,,66000000.0,,,
CostsIncurredDevelopmentCosts / USD,,,,1996000000.0,,,,872000000.0,,,,1086000000.0,,,,2262000000.0,,,
CostsIncurredExplorationCosts / USD,,,,468000000.0,,,,328000000.0,,,,301000000.0,,,,545000000.0,,,
CurrentFederalTaxExpenseBenefit / USD,,,,1000000.0,,,,-2000000.0,,,,16000000.0,,,,1000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,659000000.0,,,,178000000.0,,,,636000000.0,,,,1495000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,89000000.0,62000000.0,120000000.0,660000000.0,149000000.0,280000000.0,463000000.0,176000000.0,392000000.0,807000000.0,1164000000.0,652000000.0,346000000.0,600000000.0,1022000000.0,1507000000.0,300000000.0,585000000.0,845000000.0
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,0.0,,,,0.0,,,,11000000.0,,,
DebtCurrent / USD,2000000.0,2000000.0,2000000.0,2000000.0,215000000.0,215000000.0,215000000.0,215000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,53000000.0,53000000.0,53000000.0
DebtInstrumentCarryingAmount / USD,,,,8052000000.0,,,,6344000000.0,,,,4835000000.0,,,,4835000000.0,,,
DebtInstrumentUnamortizedDiscount / USD,35000000.0,35000000.0,35000000.0,35000000.0,30000000.0,30000000.0,30000000.0,30000000.0,27000000.0,27000000.0,27000000.0,27000000.0,26000000.0,26000000.0,26000000.0,26000000.0,25000000.0,25000000.0,25000000.0
DeconsolidationGainOrLossAmount / USD,,,,,609000000.0,609000000.0,609000000.0,609000000.0,609000000.0,609000000.0,609000000.0,609000000.0,,,,609000000.0,,,
DecreaseDueToSalesOfMineralsInPlace / USD,,,,817000000.0,,,,104000000.0,,,,116000000.0,,,,363000000.0,,,
DeferredCostsAndOtherAssets / USD,526000000.0,526000000.0,526000000.0,526000000.0,583000000.0,583000000.0,583000000.0,583000000.0,586000000.0,586000000.0,586000000.0,547000000.0,528000000.0,528000000.0,528000000.0,528000000.0,616000000.0,616000000.0,616000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,67000000.0,,,,0.0,,,,0.0,,,,0.0,,,
DeferredFinanceCostsNet / USD,57000000.0,57000000.0,57000000.0,57000000.0,39000000.0,39000000.0,39000000.0,39000000.0,28000000.0,28000000.0,28000000.0,28000000.0,25000000.0,25000000.0,25000000.0,25000000.0,29000000.0,29000000.0,29000000.0
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-53000000.0,,,,-112000000.0,,,,-74000000.0,,,,145000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,39000000.0,1758000000.0,1758000000.0,1758000000.0,1758000000.0,2703000000.0,2703000000.0,2703000000.0
DeferredIncomeTaxExpenseBenefit / USD,-33000000.0,-44000000.0,-71000000.0,14000000.0,21000000.0,-23000000.0,-54000000.0,-112000000.0,-40000000.0,-60000000.0,225000000.0,-74000000.0,138000000.0,122000000.0,-22000000.0,145000000.0,-65000000.0,-42000000.0,-503000000.0
DeferredIncomeTaxLiabilities / USD,,,,841000000.0,,,,1077000000.0,,,,1372000000.0,,,,1745000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,215000000.0,215000000.0,215000000.0,215000000.0,148000000.0,148000000.0,148000000.0,148000000.0,314000000.0,314000000.0,314000000.0,314000000.0,371000000.0,371000000.0,371000000.0,371000000.0,14000000.0,14000000.0,14000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,0.0,,,,0.0,,,
DeferredTaxAssetsCapitalLossCarryforwards / USD,,,,633000000.0,,,,647000000.0,,,,357000000.0,,,,8000000.0,,,
DeferredTaxAssetsGross / USD,,,,6629000000.0,,,,6844000000.0,,,,6015000000.0,,,,5762000000.0,,,
DeferredTaxAssetsInvestments / USD,,,,76000000.0,,,,64000000.0,,,,0.0,,,,8000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,,,,,1387000000.0,,,,1387000000.0,,,
DeferredTaxAssetsNet / USD,,,,638000000.0,,,,942000000.0,,,,1097000000.0,,,,3132000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign / USD,,,,0.0,,,,4000000.0,,,,27000000.0,,,,43000000.0,,,
DeferredTaxAssetsPropertyPlantAndEquipment / USD,,,,261000000.0,,,,12000000.0,,,,44000000.0,,,,38000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,,33000000.0,,,,24000000.0,,,,26000000.0,,,,26000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign / USD,,,,2241000000.0,,,,2241000000.0,,,,2241000000.0,,,,2204000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities / USD,,,,93000000.0,,,,152000000.0,,,,156000000.0,,,,129000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations / USD,,,,654000000.0,,,,712000000.0,,,,672000000.0,,,,850000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,3947000000.0,,,,4959000000.0,,,,5991000000.0,,,,5902000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,13000000.0,,,,86000000.0,,,,90000000.0,,,,59000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,750000000.0,,,,748000000.0,,,,1023000000.0,,,,1573000000.0,,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets / pure,,,,0.028,,,,0.022,,,,0.015,,,,0.019,,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease / pure,,,,0.047,,,,0.043,,,,0.045,,,,0.049,,,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,,262000000.0,,,,254000000.0,,,,137000000.0,,,,150000000.0,,,
DefinedBenefitPlanWeightedAverageAssetAllocations / pure,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,
DefinedContributionPlanCostRecognized / USD,,,,52000000.0,,,,43000000.0,,,,31000000.0,,,,40000000.0,,,
DepreciationDepletionAndAmortization / USD,566000000.0,984000000.0,1382000000.0,2680000000.0,342000000.0,693000000.0,1028000000.0,1772000000.0,291000000.0,569000000.0,879000000.0,1360000000.0,332000000.0,699000000.0,1117000000.0,1233000000.0,430000000.0,1018000000.0,1613000000.0
DerivativeAssets / USD,,,,,,,,0.0,,,,5000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,0.0,0.0
DerivativeAssetsCurrent / USD,,,,,,,,,,,,0.0,6000000.0,6000000.0,6000000.0,6000000.0,,0.0,
DerivativeAssetsNoncurrent / USD,,,,,,,,,,,,5000000.0,,,,,,0.0,0.0
DerivativeGainLossOnDerivativeNet / USD,,,,9000000.0,,,,-136000000.0,,,,25000000.0,20000000.0,24000000.0,43000000.0,-47000000.0,4000000.0,-2000000.0,1000000.0
DerivativeLiabilities / USD,,,,,,,,113000000.0,,,,50000000.0,0.0,0.0,0.0,0.0,18000000.0,18000000.0,18000000.0
DerivativeLiabilitiesCurrent / USD,,0.0,0.0,,4000000.0,4000000.0,4000000.0,,,,,50000000.0,0.0,0.0,0.0,,0.0,0.0,0.0
DerivativeLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,0.0,0.0,0.0,18000000.0,18000000.0,18000000.0
EarningsPerShareBasic / USD/shares,-11.86,-12.88,-12.89,-9.43,1.02,1.86,1.56,-12.86,5.44,8.18,9.54,2.6,0.78,2.01,3.5,11.05,0.44,2.0,1.3
EarningsPerShareDiluted / USD/shares,-11.86,-12.88,-12.89,-9.43,1.02,1.86,1.53,-12.86,5.43,8.15,9.51,2.59,0.78,2.01,3.5,11.02,0.44,2.0,1.29
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,7000000.0,,,
EmployeeRelatedLiabilitiesCurrent / USD,170000000.0,170000000.0,170000000.0,170000000.0,292000000.0,292000000.0,292000000.0,292000000.0,514000000.0,514000000.0,514000000.0,514000000.0,390000000.0,390000000.0,390000000.0,390000000.0,223000000.0,223000000.0,223000000.0
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,,28000000.0,,,,7000000.0,,,,18000000.0,,,,44000000.0,,,
EntityCommonStockSharesOutstanding / shares,377972835.0,378021539.0,363274259.0,346776379.0,338232412.0,326530252.0,321511801.0,310953174.0,308599131.0,307265404.0,306719421.0,301818820.0,371192344.0,369904843.0,369947453.0,364064316.0,360845120.0,357786460.0,354669251.0
EntityPublicFloat / USD,,,,8176506326.0,,,,11605297384.0,,,,10499243068.0,,,,10887671670.0,,,
EquityMethodInvestments / USD,1555000000.0,1555000000.0,1555000000.0,1555000000.0,1365000000.0,1365000000.0,1365000000.0,1365000000.0,624000000.0,624000000.0,624000000.0,624000000.0,437000000.0,437000000.0,437000000.0,437000000.0,,,
ExplorationExpense / USD,57000000.0,129000000.0,187000000.0,805000000.0,49000000.0,75000000.0,109000000.0,274000000.0,42000000.0,98000000.0,193000000.0,155000000.0,52000000.0,95000000.0,144000000.0,305000000.0,148000000.0,219000000.0,248000000.0
ExtensionsDiscoveriesAdditionsAndImprovedRecoveryLessRelatedCosts / USD,,,,2042000000.0,,,,751000000.0,,,,1749000000.0,,,,1142000000.0,,,
FinanceLeaseInterestPaymentOnLiability / USD,,,,3000000.0,,,,2000000.0,,,,2000000.0,,,,2000000.0,,,
FinanceLeaseLiability / USD,38000000.0,38000000.0,38000000.0,38000000.0,36000000.0,36000000.0,36000000.0,36000000.0,34000000.0,34000000.0,34000000.0,34000000.0,32000000.0,32000000.0,32000000.0,32000000.0,30000000.0,30000000.0,30000000.0
FinanceLeaseLiabilityCurrent / USD,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
FinanceLeaseLiabilityNoncurrent / USD,,,,34000000.0,,,,32000000.0,,,,30000000.0,,,,28000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,42000000.0,,,,45000000.0,,,,41000000.0,,,,37000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,25000000.0,,,,27000000.0,,,,23000000.0,,,,18000000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,3000000.0,,,,4000000.0,,,,4000000.0,,,,4000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,4000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,6000000.0,,,,11000000.0,,,,9000000.0,,,,7000000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,7000000.0,,,,2000000.0,,,,2000000.0,,,,2000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,0.044,,,,0.044,,,,0.044,,,,0.044,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows / USD,,,,37454000000.0,,,,22219000000.0,,,,39021000000.0,,,,54543000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts / USD,,,,5098000000.0,,,,4636000000.0,,,,5567000000.0,,,,5501000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows / USD,,,,14396000000.0,,,,6467000000.0,,,,18287000000.0,,,,26017000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts / USD,,,,15219000000.0,,,,10336000000.0,,,,12378000000.0,,,,16090000000.0,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows / USD,,,,4514000000.0,,,,1155000000.0,,,,5927000000.0,,,,8415000000.0,,,
GainLossOnDerivativeInstrumentsNetPretax / USD,-103000000.0,-278000000.0,-262000000.0,-35000000.0,158000000.0,45000000.0,45000000.0,-223000000.0,-62000000.0,-94000000.0,-138000000.0,94000000.0,53000000.0,104000000.0,104000000.0,-114000000.0,-4000000.0,-7000000.0,-17000000.0
GainLossOnSaleOfBusiness / USD,25000000.0,25000000.0,24000000.0,43000000.0,2000000.0,67000000.0,65000000.0,32000000.0,1176000000.0,1149000000.0,1180000000.0,67000000.0,1000000.0,6000000.0,7000000.0,1180000000.0,7000000.0,283000000.0,284000000.0
GainLossOnSaleOfProperties / USD,25000000.0,25000000.0,24000000.0,43000000.0,2000000.0,67000000.0,65000000.0,32000000.0,1176000000.0,1149000000.0,1180000000.0,67000000.0,1000000.0,6000000.0,7000000.0,1180000000.0,7000000.0,283000000.0,284000000.0
GainsLossesOnExtinguishmentOfDebt / USD,,140000000.0,152000000.0,-75000000.0,0.0,1000000.0,-104000000.0,160000000.0,-67000000.0,-67000000.0,-67000000.0,-104000000.0,9000000.0,9000000.0,9000000.0,-67000000.0,0.0,0.0,0.0
GeneralAndAdministrativeExpense / USD,68000000.0,162000000.0,214000000.0,406000000.0,83000000.0,169000000.0,239000000.0,290000000.0,156000000.0,245000000.0,314000000.0,376000000.0,65000000.0,137000000.0,276000000.0,483000000.0,93000000.0,178000000.0,270000000.0
ImpairmentOfOilAndGasProperties / USD,4472000000.0,4492000000.0,4492000000.0,2949000000.0,,,,4501000000.0,,,,,,,,,,10000000.0,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,-4397000000.0,,,,-4581000000.0,,,,629000000.0,,,,2675000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,1115000000.0,1237000000.0,,2298000000.0,3760000000.0,4932000000.0,1891000000.0,810000000.0,1510000000.0,2343000000.0,5734000000.0,447000000.0,1375000000.0,1035000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,1389000000.0,,,,-259000000.0,,,,1262000000.0,,,,3059000000.0,,,
IncomeTaxExpenseBenefit / USD,,,,674000000.0,,,,64000000.0,,,,578000000.0,,,,1652000000.0,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,972000000.0,,,,965000000.0,,,,-90000000.0,,,,-646000000.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,328000000.0,,,,97000000.0,,,,298000000.0,,,,745000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,-631000000.0,,,,-1016000000.0,,,,397000000.0,,,,1204000000.0,,,
