fact_unit,2011-05-03,2011-07-28,2011-10-27,2012-02-22,2012-04-26,2012-08-03,2012-11-01,2013-02-21,2013-05-02,2013-08-01,2013-10-31,2014-02-21,2014-05-01,2014-07-31,2014-10-30,2015-02-17,2015-04-30,2015-08-04,2015-11-03,2016-02-12,2016-05-09,2016-08-09,2016-11-01,2017-02-14,2017-05-04,2017-08-01,2017-10-31,2018-02-15,2018-05-01,2018-07-31,2018-10-30,2019-02-14,2019-04-30,2019-07-30,2019-10-29,2020-02-13,2020-05-05,2020-08-04,2020-11-05,2021-02-09,2021-05-04,2021-08-03,2021-11-02,2022-02-08,2022-05-03,2022-08-02,2022-11-01,2023-02-07,2023-05-02,2023-08-01,2023-10-31,2024-02-13,2024-02-16,2024-04-30,2024-07-30,2024-10-29,2025-02-10,2025-04-29,2025-07-29,2025-10-28
AccountsPayableCurrent / USD,10773000.0,10773000.0,10773000.0,10773000.0,14939000.0,14939000.0,14939000.0,14939000.0,13961000.0,13961000.0,13961000.0,13961000.0,19102000.0,19102000.0,19102000.0,19102000.0,24462000.0,24462000.0,24462000.0,24462000.0,30085000.0,30085000.0,30085000.0,30085000.0,75599000.0,75599000.0,75599000.0,75599000.0,67671000.0,67671000.0,67671000.0,67671000.0,103827000.0,103827000.0,103827000.0,103827000.0,83647000.0,83647000.0,83647000.0,83647000.0,98767000.0,98767000.0,98767000.0,98767000.0,172110000.0,172110000.0,172110000.0,172110000.0,277546000.0,277546000.0,277546000.0,277546000.0,,109601000.0,109601000.0,109601000.0,109601000.0,197465000.0,197465000.0,197465000.0
AccountsReceivableNet / USD,5701000.0,5701000.0,5701000.0,5701000.0,6415000.0,6415000.0,6415000.0,6415000.0,70951000.0,70951000.0,70951000.0,70951000.0,35374000.0,35374000.0,35374000.0,35374000.0,57933000.0,57933000.0,57933000.0,57933000.0,114450000.0,114450000.0,114450000.0,114450000.0,148758000.0,148758000.0,148758000.0,148758000.0,266299000.0,266299000.0,266299000.0,266299000.0,307598000.0,307598000.0,307598000.0,307598000.0,308809000.0,308809000.0,308809000.0,308809000.0,481994000.0,481994000.0,481994000.0,481994000.0,616300000.0,616300000.0,616300000.0,616300000.0,644879000.0,644879000.0,644879000.0,644879000.0,,743557000.0,743557000.0,743557000.0,743557000.0,853154000.0,853154000.0,853154000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7108000.0,,42295000.0,42295000.0,42295000.0,42295000.0,23781000.0,23781000.0,23781000.0
AccruedLiabilitiesCurrent / USD,15703000.0,15703000.0,15703000.0,15703000.0,24766000.0,24766000.0,24766000.0,24766000.0,28385000.0,28385000.0,28385000.0,28385000.0,46062000.0,46062000.0,46062000.0,46062000.0,62270000.0,62270000.0,62270000.0,62270000.0,86531000.0,86531000.0,86531000.0,86531000.0,126697000.0,126697000.0,126697000.0,126697000.0,198901000.0,198901000.0,198901000.0,198901000.0,229401000.0,229401000.0,229401000.0,229401000.0,285950000.0,285950000.0,285950000.0,285979000.0,378404000.0,378404000.0,378404000.0,378404000.0,533595000.0,533595000.0,533595000.0,533595000.0,701053000.0,701053000.0,701053000.0,701053000.0,,935569000.0,935569000.0,935569000.0,935569000.0,1212048000.0,1212048000.0,1212048000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12699000.0,35750000.0,35750000.0,35750000.0,35750000.0,31149000.0,31149000.0,31149000.0,31149000.0,,37369000.0,37369000.0,37369000.0,37369000.0,33439000.0,33439000.0,33439000.0
AccruedRoyaltiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21433000.0,25087000.0,25087000.0,25087000.0,25087000.0,73221000.0,73221000.0,73221000.0,73221000.0,106011000.0,106011000.0,106011000.0,106011000.0,168412000.0,168412000.0,168412000.0,168412000.0,263466000.0,263466000.0,263466000.0,263466000.0,,387362000.0,387362000.0,387362000.0,387362000.0,519881000.0,519881000.0,519881000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,24991000.0,,,,26935000.0,,,,29656000.0,32473000.0,32473000.0,32473000.0,32473000.0,34674000.0,34674000.0,34674000.0,34674000.0,45263000.0,45263000.0,45263000.0,45263000.0,51810000.0,51810000.0,51810000.0,51810000.0,74664000.0,74664000.0,74664000.0,74664000.0,103231000.0,103231000.0,103231000.0,103231000.0,121870000.0,121870000.0,121870000.0,121870000.0,144374000.0,144374000.0,144374000.0,144374000.0,175720000.0,175720000.0,175720000.0,175720000.0,212814000.0,212814000.0,212814000.0,212814000.0,,269934000.0,269934000.0,269934000.0,269934000.0,327984000.0,327984000.0,327984000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,1986000.0,1986000.0,1986000.0,1986000.0,1642000.0,1642000.0,1642000.0,1642000.0,1878000.0,1878000.0,1878000.0,1878000.0,1993000.0,1993000.0,1993000.0,1993000.0,1815000.0,1815000.0,1815000.0,1815000.0,-809000.0,-809000.0,-809000.0,-809000.0,-2886000.0,-2886000.0,-2886000.0,-2886000.0,-7010000.0,-7010000.0,-7010000.0,-7010000.0,-10165000.0,-10165000.0,-10165000.0,-10165000.0,-15542000.0,-15542000.0,-15542000.0,-15542000.0,-15360000.0,-15360000.0,-15360000.0,-15360000.0,-19454000.0,-19454000.0,-19454000.0,-19454000.0,15069000.0,15069000.0,15069000.0,15069000.0,,13106000.0,13106000.0,13106000.0,13106000.0,-13121000.0,-13121000.0,-13121000.0
AdditionalPaidInCapitalCommonStock / USD,1332277000.0,1332277000.0,1332277000.0,1332277000.0,1380725000.0,1380725000.0,1380725000.0,1380725000.0,1476922000.0,1476922000.0,1476922000.0,1476922000.0,1541773000.0,1541773000.0,1541773000.0,1541773000.0,1701904000.0,1701904000.0,1701904000.0,1701904000.0,1950764000.0,1950764000.0,1950764000.0,1950764000.0,2096929000.0,2096929000.0,2096929000.0,2096929000.0,3627433000.0,3627433000.0,3627433000.0,3627433000.0,3813678000.0,3813678000.0,3813678000.0,3813678000.0,4044490000.0,4044490000.0,4044490000.0,4044490000.0,4352864000.0,4352864000.0,4352864000.0,4352864000.0,4567111000.0,4567111000.0,4567111000.0,4567111000.0,4792041000.0,4792041000.0,4792041000.0,4792041000.0,,5016122000.0,5016122000.0,5016122000.0,5016122000.0,4533437000.0,4533437000.0,4533437000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,9980000.0,,,,14856000.0,,,,28983000.0,,,,38493000.0,,,,38398000.0,,,,62156000.0,,,,69872000.0,,,,96201000.0,36224000.0,36224000.0,36224000.0,133055000.0,40690000.0,40690000.0,40690000.0,148266000.0,42758000.0,42758000.0,42758000.0,167029000.0,47903000.0,47903000.0,47903000.0,178527000.0,44320000.0,44320000.0,44320000.0,185129000.0,,53558000.0,53558000.0,53558000.0,189691000.0,59781000.0,59781000.0,59781000.0
