fact_unit,2010-08-04,2010-11-04,2011-02-28,2011-05-10,2011-08-09,2011-11-07,2012-02-22,2012-05-07,2012-08-03,2012-11-09,2013-02-22,2013-05-06,2013-08-05,2013-10-30,2014-02-24,2014-05-02,2014-08-11,2014-11-03,2015-02-20,2015-05-08,2015-07-31,2015-10-30,2016-02-16,2016-04-29,2016-08-12,2016-11-08,2017-03-02,2017-05-08,2017-08-09,2017-11-06,2018-03-01,2018-03-06,2018-05-04,2018-08-03,2018-11-02,2019-02-22,2019-05-03,2019-08-02,2019-11-01,2020-02-19,2020-05-08,2020-08-07,2020-11-06,2021-02-17,2021-05-07,2021-08-06,2021-11-05,2022-02-16,2022-05-05,2022-08-04,2022-11-03,2023-02-21,2023-05-04,2023-08-03,2023-11-02,2024-02-20,2024-05-07,2024-08-01,2024-10-31,2025-02-20,2025-05-06,2025-08-05,2025-11-04
AccountsPayableCurrent / USD,581800000.0,581800000.0,581800000.0,700300000.0,700300000.0,700300000.0,700300000.0,847300000.0,847300000.0,847300000.0,847300000.0,946900000.0,946900000.0,946900000.0,946900000.0,998800000.0,998800000.0,998800000.0,998800000.0,1340000000.0,1340000000.0,1340000000.0,1340000000.0,1501000000.0,1501000000.0,1501000000.0,1501000000.0,2033000000.0,2033000000.0,2033000000.0,2033000000.0,2033000000.0,2762000000.0,2762000000.0,2762000000.0,2762000000.0,3095000000.0,3095000000.0,3095000000.0,3095000000.0,3136000000.0,3136000000.0,3136000000.0,3136000000.0,3430000000.0,3430000000.0,3430000000.0,3430000000.0,4759000000.0,4759000000.0,4759000000.0,4759000000.0,4383000000.0,4383000000.0,4383000000.0,4383000000.0,3661000000.0,3661000000.0,3661000000.0,3661000000.0,3418000000.0,3418000000.0,3418000000.0
AccountsPayableOtherCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930000000.0,930000000.0,930000000.0,930000000.0,703000000.0,703000000.0,703000000.0,703000000.0,,,
AccountsReceivableGrossCurrent / USD,,,,,,,,,,,854000000.0,878300000.0,878300000.0,878300000.0,878300000.0,835200000.0,835200000.0,835200000.0,835200000.0,800000000.0,800000000.0,800000000.0,800000000.0,759000000.0,759000000.0,759000000.0,759000000.0,1169000000.0,1169000000.0,1169000000.0,1169000000.0,1169000000.0,1206000000.0,1206000000.0,1206000000.0,1206000000.0,812000000.0,812000000.0,812000000.0,812000000.0,647000000.0,647000000.0,647000000.0,647000000.0,825000000.0,825000000.0,825000000.0,825000000.0,1304000000.0,1304000000.0,1304000000.0,1304000000.0,1373000000.0,1373000000.0,1373000000.0,1373000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0,1258000000.0,1258000000.0,1258000000.0
AccountsReceivableNetCurrent / USD,,,,,774300000.0,774300000.0,774300000.0,840600000.0,840600000.0,840600000.0,840600000.0,864600000.0,864600000.0,864600000.0,864600000.0,798900000.0,798900000.0,798900000.0,798900000.0,793000000.0,793000000.0,793000000.0,793000000.0,754000000.0,754000000.0,754000000.0,754000000.0,1158000000.0,1158000000.0,1158000000.0,1158000000.0,1158000000.0,1343000000.0,1343000000.0,1343000000.0,1343000000.0,1280000000.0,1280000000.0,1280000000.0,1280000000.0,1186000000.0,1186000000.0,1186000000.0,1186000000.0,1344000000.0,1344000000.0,1344000000.0,1344000000.0,2022000000.0,2022000000.0,2022000000.0,2022000000.0,2107000000.0,2107000000.0,2107000000.0,2107000000.0,1670000000.0,1670000000.0,1670000000.0,1670000000.0,1736000000.0,1736000000.0,1736000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000.0,,,,28000000.0,,,,,,26000000.0,25000000.0,27000000.0,26000000.0,23000000.0,24000000.0,24000000.0,24000000.0,26000000.0,26000000.0,25000000.0,25000000.0,26000000.0,26000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-63800000.0,-63800000.0,-63800000.0,-82100000.0,-82100000.0,-82100000.0,-63800000.0,-335200000.0,-335200000.0,-335200000.0,-63800000.0,-352400000.0,-352400000.0,-352400000.0,-335200000.0,-240700000.0,-362100000.0,-362100000.0,-362100000.0,-522100000.0,-522100000.0,-522100000.0,-522100000.0,-640000000.0,-640000000.0,-640000000.0,-640000000.0,-941000000.0,-941000000.0,-941000000.0,-941000000.0,-941000000.0,-656000000.0,-656000000.0,-656000000.0,-656000000.0,-835000000.0,-835000000.0,-835000000.0,-835000000.0,-910000000.0,-910000000.0,-910000000.0,-910000000.0,-954000000.0,-954000000.0,-954000000.0,-954000000.0,-582000000.0,-582000000.0,-582000000.0,-582000000.0,-679000000.0,-679000000.0,-679000000.0,-679000000.0,-916000000.0,-916000000.0,-916000000.0,-916000000.0,-1003000000.0,-1003000000.0,-1003000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,13800000.0,19300000.0,26500000.0,6400000.0,12300000.0,17600000.0,24400000.0,6800000.0,13600000.0,20200000.0,24700000.0,,,,26700000.0,,,,24500000.0,,,,,,,,25000000.0,25000000.0,,,,35000000.0,,,,46000000.0,,,,75000000.0,,,,37000000.0,,,,43000000.0,,,,40000000.0,,,,39000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,8400000.0,11800000.0,16000000.0,3900000.0,7500000.0,10700000.0,14900000.0,4100000.0,8300000.0,12300000.0,15000000.0,,,,16200000.0,,,,14900000.0,,,,,,,,15000000.0,15000000.0,,,,22000000.0,,,,35000000.0,,,,61000000.0,,,,-33000000.0,,,,-37000000.0,,,,-35000000.0,,,,-34000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,11900000.0,11900000.0,11900000.0,13400000.0,13400000.0,13400000.0,13400000.0,13700000.0,13700000.0,13700000.0,13700000.0,36300000.0,36300000.0,36300000.0,36300000.0,7000000.0,7000000.0,7000000.0,7000000.0,5000000.0,5000000.0,5000000.0,5000000.0,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,17000000.0,17000000.0,17000000.0,17000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,12000000.0,12000000.0,12000000.0,12000000.0,15000000.0,15000000.0,15000000.0,15000000.0,12000000.0,12000000.0,12000000.0
AmortizationOfIntangibleAssets / USD,,,,,5400000.0,9100000.0,14500000.0,8000000.0,15500000.0,23800000.0,22400000.0,4900000.0,9700000.0,20000000.0,32400000.0,8700000.0,18900000.0,28700000.0,34600000.0,9700000.0,20200000.0,30600000.0,38600000.0,9000000.0,19000000.0,29000000.0,41000000.0,32000000.0,20000000.0,62000000.0,39000000.0,39000000.0,41000000.0,117000000.0,166000000.0,104000000.0,55000000.0,104000000.0,154000000.0,220000000.0,48000000.0,96000000.0,142000000.0,204000000.0,45000000.0,89000000.0,134000000.0,187000000.0,45000000.0,90000000.0,135000000.0,180000000.0,45000000.0,84000000.0,124000000.0,180000000.0,38000000.0,76000000.0,113000000.0,157000000.0,42000000.0,78000000.0,115000000.0
