fact_unit,2009-07-22,2009-11-05,2009-12-22,2010-01-27,2010-04-21,2010-07-21,2010-11-03,2011-01-26,2011-04-20,2011-07-20,2011-11-02,2012-02-01,2012-04-18,2012-07-18,2012-11-07,2013-01-30,2013-04-24,2013-07-24,2013-11-06,2014-01-29,2014-04-23,2014-07-23,2014-11-05,2015-01-28,2015-04-22,2015-07-22,2015-11-04,2016-01-27,2016-04-20,2016-07-20,2016-11-02,2017-01-25,2017-04-19,2017-07-19,2017-11-01,2018-01-31,2018-04-25,2018-07-25,2018-11-07,2019-01-30,2019-05-01,2019-07-31,2019-11-06,2020-02-05,2020-04-29,2020-07-29,2020-11-04,2021-02-03,2021-04-28,2021-07-28,2021-11-03,2022-02-02,2022-04-27,2022-07-27,2022-11-02,2023-02-02,2023-05-03,2023-08-02,2023-11-01,2024-01-31,2024-05-01,2024-07-31,2024-11-06,2025-02-05,2025-04-30,2025-07-30,2025-11-05
AccountsAndOtherReceivablesNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,2142000000.0,2142000000.0,2142000000.0,2412000000.0,2412000000.0,2412000000.0,2412000000.0,1964000000.0,1964000000.0,1964000000.0,1964000000.0,2219000000.0,2219000000.0,2219000000.0,2219000000.0,3632000000.0,3632000000.0,3632000000.0,3632000000.0,2904000000.0,2904000000.0,2904000000.0,2904000000.0,2471000000.0,2471000000.0,2471000000.0,2471000000.0,4003000000.0,4003000000.0,4003000000.0,4003000000.0,3579000000.0,3579000000.0,3579000000.0,3579000000.0,5643000000.0,5643000000.0,5643000000.0,5643000000.0,3183000000.0,3183000000.0,3183000000.0,3183000000.0,3929000000.0,3929000000.0,3929000000.0,3929000000.0
AccountsPayableCurrent / USD,570000000.0,570000000.0,570000000.0,636000000.0,636000000.0,636000000.0,636000000.0,764000000.0,764000000.0,764000000.0,764000000.0,969000000.0,969000000.0,969000000.0,969000000.0,1298000000.0,1298000000.0,1298000000.0,1298000000.0,1554000000.0,1554000000.0,1554000000.0,1554000000.0,2183000000.0,2183000000.0,2183000000.0,2183000000.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,1858000000.0,1858000000.0,1858000000.0,1858000000.0,1971000000.0,1971000000.0,1971000000.0,1971000000.0,1825000000.0,1825000000.0,1825000000.0,1825000000.0,1368000000.0,1368000000.0,1368000000.0,1368000000.0,2248000000.0,2248000000.0,2248000000.0,2248000000.0,2750000000.0,2750000000.0,2750000000.0,2750000000.0,3796000000.0,3796000000.0,3796000000.0,3796000000.0,1912000000.0,1912000000.0,1912000000.0,1912000000.0,2584000000.0,2584000000.0,2584000000.0,2584000000.0
AccountsReceivableNetCurrent / USD,4038000000.0,4187000000.0,4187000000.0,700000000.0,700000000.0,700000000.0,700000000.0,730000000.0,730000000.0,730000000.0,730000000.0,993000000.0,993000000.0,993000000.0,993000000.0,1459000000.0,1459000000.0,1459000000.0,1459000000.0,2142000000.0,,,,,,,2362000000.0,1941000000.0,1941000000.0,,1941000000.0,,2194000000.0,2194000000.0,2194000000.0,,,,3576000000.0,2667000000.0,2667000000.0,2667000000.0,2667000000.0,,,1046000000.0,1046000000.0,,,,2687000000.0,,,,2214000000.0,,,,4175000000.0,,,,1923000000.0,,,,2347000000.0
AccruedIncomeTaxesCurrent / USD,,,,29000000.0,29000000.0,29000000.0,29000000.0,1443000000.0,1443000000.0,1443000000.0,1443000000.0,18000000.0,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,312000000.0,312000000.0,312000000.0,453000000.0,453000000.0,453000000.0,453000000.0,,,,480000000.0,,,,549000000.0,,,,862000000.0,,,,634000000.0,,1717000000.0,1717000000.0,1717000000.0,,,1080000000.0,1080000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,2081000000.0,,,,2467000000.0,,,,3013000000.0,,,,3072000000.0,3173000000.0,3173000000.0,3173000000.0,3173000000.0,,,,3193000000.0,,,,3360000000.0,,,,3734000000.0,,,,4203000000.0,,,,4486000000.0,,,,4567000000.0,,,,5134000000.0,,,,5895000000.0,,,,6602000000.0,,,,7668000000.0,,,,8876000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-284000000.0,-284000000.0,-284000000.0,588000000.0,588000000.0,588000000.0,588000000.0,697000000.0,697000000.0,697000000.0,697000000.0,353000000.0,353000000.0,353000000.0,353000000.0,866000000.0,866000000.0,866000000.0,866000000.0,753000000.0,753000000.0,753000000.0,753000000.0,634000000.0,634000000.0,634000000.0,634000000.0,195000000.0,195000000.0,195000000.0,195000000.0,428000000.0,428000000.0,428000000.0,428000000.0,384000000.0,384000000.0,384000000.0,384000000.0,265000000.0,265000000.0,265000000.0,265000000.0,100000000.0,100000000.0,100000000.0,100000000.0,207000000.0,207000000.0,207000000.0,207000000.0,128000000.0,128000000.0,128000000.0,128000000.0,-22000000.0,-22000000.0,-22000000.0,-22000000.0,358000000.0,358000000.0,358000000.0,358000000.0,587000000.0,587000000.0,587000000.0,587000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,436000000.0,543000000.0,151000000.0,305000000.0,,,,,,,247000000.0,487000000.0,751000000.0,,282000000.0,551000000.0,831000000.0,,281000000.0,532000000.0,806000000.0,1105000000.0,273000000.0,522000000.0,793000000.0,1059000000.0,247000000.0,494000000.0,730000000.0,1026000000.0,239000000.0,485000000.0,712000000.0,943000000.0,248000000.0,470000000.0,659000000.0,914000000.0,,,,883000000.0,,,,1037000000.0,,,,1212000000.0,,,,1670000000.0,,,,2061000000.0,,,,2484000000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,,194000000.0,378000000.0,588000000.0,,220000000.0,440000000.0,662000000.0,811000000.0,226000000.0,423000000.0,655000000.0,888000000.0,229000000.0,436000000.0,648000000.0,856000000.0,187000000.0,407000000.0,604000000.0,836000000.0,190000000.0,401000000.0,599000000.0,753000000.0,199000000.0,393000000.0,548000000.0,753000000.0,,,,743000000.0,,,,853000000.0,,,,974000000.0,,,,1235000000.0,,,,1572000000.0,,,,2021000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,84000000.0,,,,207000000.0,,,,227000000.0,,,,357000000.0,,,,473000000.0,,,,499000000.0,,,,543000000.0,,,,591000000.0,,,,804000000.0,,,,777000000.0,,,,785000000.0,,,,727000000.0,,,,621000000.0,,,,537000000.0,,,,482000000.0,,,,418000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,,,,,,,,,,,,646000.0,524000.0,589000.0,,814000.0,413000.0,278000.0,507000.0,1470000.0,744000.0,6067000.0,846000.0,1172000.0,4036000.0,3150000.0,4652000.0,100000.0,5400000.0,3800000.0,2400000.0,46000000.0,44900000.0,43200000.0,3000000.0,11700000.0,14400000.0,9900000.0,51000000.0,0.0,0.0,1000000.0,8000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,0.0,5000000.0,5000000.0,6000000.0,1000000.0,14000000.0,7000000.0,5000000.0,7000000.0
