fact_unit,2010-09-07,2010-11-09,2011-02-28,2011-05-06,2011-09-08,2011-11-08,2012-02-29,2012-05-15,2012-08-31,2012-11-09,2013-03-08,2013-05-10,2013-08-09,2013-11-12,2014-03-03,2014-05-12,2014-08-11,2014-11-10,2015-03-02,2015-05-11,2015-08-10,2015-11-09,2016-02-29,2016-05-10,2016-08-09,2016-11-09,2017-02-28,2017-05-09,2017-08-08,2017-11-08,2018-03-01,2018-05-09,2018-08-08,2018-11-07,2019-02-28,2019-05-09,2019-08-08,2019-11-12,2020-02-28,2020-05-11,2020-08-07,2020-11-09,2021-03-01,2021-05-10,2021-08-09,2021-11-09,2022-02-25,2022-05-09,2022-08-09,2022-11-08,2023-02-24,2023-05-08,2023-08-08,2023-11-06,2024-02-27,2024-05-06,2024-08-05,2024-11-07,2025-02-27,2025-03-05,2025-05-08,2025-08-06,2025-11-05
AccountsReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,11000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,10000000.0,10000000.0,10000000.0,10000000.0,13000000.0,13000000.0,13000000.0,13000000.0,19000000.0,19000000.0,19000000.0,19000000.0,17000000.0,17000000.0,17000000.0,17000000.0,26000000.0,26000000.0,26000000.0,26000000.0,,31000000.0,31000000.0,31000000.0
AccruedLiabilitiesCurrentAndNoncurrent / USD,244715000.0,244715000.0,244715000.0,409757000.0,409757000.0,409757000.0,443018000.0,116771000.0,338430000.0,116771000.0,116771000.0,102695000.0,102695000.0,102695000.0,102695000.0,96026000.0,96026000.0,96026000.0,96026000.0,95000000.0,95000000.0,87000000.0,87000000.0,78000000.0,78000000.0,78000000.0,78000000.0,80000000.0,80000000.0,80000000.0,80000000.0,147000000.0,147000000.0,147000000.0,147000000.0,153000000.0,153000000.0,153000000.0,153000000.0,295000000.0,295000000.0,295000000.0,295000000.0,298000000.0,298000000.0,298000000.0,298000000.0,492000000.0,492000000.0,492000000.0,492000000.0,531000000.0,531000000.0,531000000.0,531000000.0,676000000.0,676000000.0,676000000.0,504000000.0,,665000000.0,665000000.0,665000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,-33158000.0,,-33158000.0,,-40183000.0,,,,-38607000.0,,,,39951000.0,,,,41000000.0,,,,17000000.0,,,,9000000.0,,,,12000000.0,,,,13000000.0,,,,13000000.0,,,,30000000.0,,,,40000000.0,,,,58000000.0,,,,80000000.0,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,10914000.0,10914000.0,10914000.0,21137000.0,21137000.0,21137000.0,21137000.0,18487000.0,21137000.0,18487000.0,18487000.0,29754000.0,29754000.0,29754000.0,29754000.0,27028000.0,27028000.0,27028000.0,27028000.0,12000000.0,12000000.0,12000000.0,12000000.0,2000000.0,2000000.0,2000000.0,2000000.0,-2000000.0,-2000000.0,-2000000.0,-2000000.0,9000000.0,9000000.0,9000000.0,9000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-7000000.0,-3000000.0,5000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,4000000.0,4000000.0,4000000.0,4000000.0,-22000000.0,-22000000.0,-22000000.0,-22000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,-45000000.0,-45000000.0,-45000000.0
AdditionalPaidInCapital / USD,528586000.0,528586000.0,528586000.0,535630000.0,535630000.0,535630000.0,535630000.0,441410000.0,0.0,0.0,0.0,493912000.0,493912000.0,493912000.0,493912000.0,583312000.0,583312000.0,583312000.0,583312000.0,635000000.0,635000000.0,635000000.0,635000000.0,718000000.0,718000000.0,718000000.0,718000000.0,775000000.0,775000000.0,775000000.0,775000000.0,832000000.0,832000000.0,832000000.0,832000000.0,898000000.0,898000000.0,898000000.0,898000000.0,934000000.0,934000000.0,934000000.0,934000000.0,1244000000.0,1244000000.0,1244000000.0,1244000000.0,1442000000.0,1442000000.0,1442000000.0,1442000000.0,1581000000.0,1581000000.0,1581000000.0,1581000000.0,1726000000.0,1726000000.0,1726000000.0,1726000000.0,,1816000000.0,1816000000.0,1816000000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition / USD,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,38000000.0,41000000.0,12000000.0,22000000.0,34000000.0,50000000.0,13000000.0,25000000.0,38000000.0,51000000.0,14000000.0,14000000.0,14000000.0,53000000.0,16000000.0,16000000.0,16000000.0,58000000.0,16000000.0,16000000.0,16000000.0,60000000.0,17000000.0,17000000.0,17000000.0,65000000.0,21000000.0,21000000.0,21000000.0,80000000.0,26000000.0,26000000.0,26000000.0,92000000.0,,28000000.0,28000000.0,28000000.0
AdvertisingExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000000.0,,13000000.0,31000000.0,47000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,38000000.0,41000000.0,12000000.0,22000000.0,34000000.0,50000000.0,13000000.0,25000000.0,38000000.0,51000000.0,14000000.0,29000000.0,42000000.0,53000000.0,16000000.0,30000000.0,43000000.0,58000000.0,16000000.0,29000000.0,46000000.0,60000000.0,17000000.0,34000000.0,51000000.0,65000000.0,21000000.0,42000000.0,64000000.0,80000000.0,26000000.0,49000000.0,75000000.0,92000000.0,,28000000.0,54000000.0,80000000.0
AllowanceForDoubtfulAccountsReceivable / USD,16637000.0,16637000.0,16637000.0,17871000.0,17871000.0,17871000.0,17871000.0,3332000.0,17871000.0,3332000.0,3332000.0,1416000.0,1416000.0,1416000.0,1416000.0,67999000.0,67999000.0,67999000.0,67999000.0,7000000.0,7000000.0,7000000.0,7000000.0,130000000.0,130000000.0,130000000.0,130000000.0,97000000.0,97000000.0,97000000.0,97000000.0,40000000.0,40000000.0,40000000.0,40000000.0,42000000.0,42000000.0,42000000.0,42000000.0,86000000.0,86000000.0,86000000.0,86000000.0,17000000.0,17000000.0,17000000.0,17000000.0,8000000.0,8000000.0,8000000.0,8000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,25000000.0,25000000.0,25000000.0
Assets / USD,26605551000.0,26605551000.0,26605551000.0,28498768000.0,28498768000.0,28498768000.0,28500039000.0,30404365000.0,28500039000.0,30404365000.0,28500039000.0,33199557000.0,33199557000.0,33199557000.0,30404365000.0,37870700000.0,37870700000.0,37870700000.0,37870700000.0,43385000000.0,43385000000.0,43385000000.0,43385000000.0,48734000000.0,48734000000.0,48734000000.0,48734000000.0,54673000000.0,54673000000.0,54673000000.0,48734000000.0,61162000000.0,61162000000.0,61162000000.0,54673000000.0,60547000000.0,60547000000.0,60547000000.0,61162000000.0,71676000000.0,71676000000.0,71676000000.0,71676000000.0,95679000000.0,95679000000.0,95679000000.0,95679000000.0,109113000000.0,109113000000.0,109113000000.0,109113000000.0,115143000000.0,115143000000.0,115143000000.0,115143000000.0,128423000000.0,128423000000.0,128423000000.0,128251000000.0,,150142000000.0,150142000000.0,150142000000.0
