Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-04-26 00:00:00-04:00,30.33015,30.33015,30.33015,30.33015,0,0.0,0.0,0.0
2016-04-27 00:00:00-04:00,30.41466,30.43277,30.41406,30.43277,1900,0.0,0.0,0.0
2016-04-28 00:00:00-04:00,30.34827,30.34827,30.34827,30.34827,100,0.0,0.0,0.0
2016-04-29 00:00:00-04:00,30.36636,30.37239,30.36636,30.37239,1000,0.0,0.0,0.0
2016-05-02 00:00:00-04:00,31.18822,31.18822,30.5114,30.5114,3000,0.06,0.0,0.0
2016-05-03 00:00:00-04:00,30.52953,30.58331,30.52953,30.55975,2600,0.0,0.0,0.0
2016-05-04 00:00:00-04:00,30.52952,30.55974,30.33615,30.43163,6800,0.0,0.0,0.0
2016-05-05 00:00:00-04:00,30.39959,30.39959,30.39959,30.39959,1000,0.0,0.0,0.0
2016-05-06 00:00:00-04:00,30.39959,30.39959,30.39959,30.39959,0,0.0,0.0,0.0
2016-05-09 00:00:00-04:00,30.38751,30.38751,30.38751,30.38751,1500,0.0,0.0,0.0
2016-05-10 00:00:00-04:00,30.38751,30.38751,30.38751,30.38751,0,0.0,0.0,0.0
2016-05-11 00:00:00-04:00,30.38751,30.38751,30.38751,30.38751,0,0.0,0.0,0.0
2016-05-12 00:00:00-04:00,30.42075,30.42075,30.36032,30.36032,3500,0.0,0.0,0.0
2016-05-13 00:00:00-04:00,30.36032,30.36032,30.36032,30.36032,0,0.0,0.0,0.0
2016-05-16 00:00:00-04:00,30.36032,30.36032,30.36032,30.36032,0,0.0,0.0,0.0
2016-05-17 00:00:00-04:00,30.36032,30.36032,30.36032,30.36032,0,0.0,0.0,0.0
2016-05-18 00:00:00-04:00,30.36032,30.36032,30.36032,30.36032,0,0.0,0.0,0.0
2016-05-19 00:00:00-04:00,30.49328,30.49328,30.49328,30.49328,200,0.0,0.0,0.0
2016-05-20 00:00:00-04:00,30.43888,30.43888,30.43888,30.43888,2900,0.0,0.0,0.0
2016-05-23 00:00:00-04:00,30.43888,30.43888,30.43888,30.43888,0,0.0,0.0,0.0
