Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-10-09 00:00:00-04:00,20.98,20.98,14.1,14.1,500,0.0,0.0,0.0
2015-10-12 00:00:00-04:00,13.86,13.86,13.86,13.86,600,0.0,0.0,0.0
2015-10-13 00:00:00-04:00,13.82,13.82,13.82,13.82,600,0.0,0.0,0.0
2015-10-14 00:00:00-04:00,13.82,13.82,13.82,13.82,0,0.0,0.0,0.0
2015-10-15 00:00:00-04:00,13.82,13.82,13.82,13.82,0,0.0,0.0,0.0
2015-10-16 00:00:00-04:00,13.82,13.82,13.82,13.82,0,0.0,0.0,0.0
2015-10-19 00:00:00-04:00,13.57,13.57,13.57,13.57,1000,0.0,0.0,0.0
2015-10-20 00:00:00-04:00,13.55,13.55,13.55,13.55,2000,0.0,0.0,0.0
2015-10-21 00:00:00-04:00,13.55,13.55,13.55,13.55,0,0.0,0.0,0.0
2015-10-22 00:00:00-04:00,13.55,13.55,13.55,13.55,0,0.0,0.0,0.0
2015-10-23 00:00:00-04:00,13.39,13.39,13.39,13.39,1000,0.0,0.0,0.0
2015-10-26 00:00:00-04:00,13.39,13.39,13.39,13.39,0,0.0,0.0,0.0
2015-10-27 00:00:00-04:00,13.31,13.31,13.31,13.31,1000,0.0,0.0,0.0
2015-10-28 00:00:00-04:00,13.32,13.53,13.32,13.53,4000,0.0,0.0,0.0
2015-10-29 00:00:00-04:00,13.45,13.45,13.45,13.45,1000,0.0,0.0,0.0
2015-10-30 00:00:00-04:00,13.45,13.45,13.45,13.45,0,0.0,0.0,0.0
2015-11-02 00:00:00-05:00,13.42,13.42,13.42,13.42,1000,0.0,0.0,0.0
2015-11-03 00:00:00-05:00,13.53,13.61,13.53,13.61,3000,0.0,0.0,0.0
2015-11-04 00:00:00-05:00,13.55,13.56,13.45,13.45,4000,0.0,0.0,0.0
2015-11-05 00:00:00-05:00,13.37,13.37,13.37,13.37,1000,0.0,0.0,0.0
