Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-11-13 00:00:00-05:00,13.20762,14.03076,12.39384,13.09538,1740300,0.0,0.0,0.0
2025-11-14 00:00:00-05:00,12.3003,12.99249,12.20676,12.76799,4634300,0.0,0.0,0.0
2025-11-17 00:00:00-05:00,12.62769,12.86153,12.61833,12.67446,2275000,0.0,0.0,0.0
2025-11-18 00:00:00-05:00,12.62769,12.77735,12.53415,12.6651,2023000,0.0,0.0,0.0
2025-11-19 00:00:00-05:00,12.64639,12.72122,12.44061,12.58092,1966400,0.0,0.0,0.0
2025-11-20 00:00:00-05:00,12.58092,12.76799,12.40319,12.48738,1573300,0.0,0.0,0.0
2025-11-21 00:00:00-05:00,12.48738,12.68007,12.31901,12.48738,1310400,0.0,0.0,0.0
2025-11-24 00:00:00-05:00,12.44061,12.53415,12.3003,12.50608,1373200,0.0,0.0,0.0
2025-11-25 00:00:00-05:00,12.39384,12.76799,12.36578,12.74929,1091200,0.0,0.0,0.0
2025-11-26 00:00:00-05:00,12.65575,12.80541,12.59027,12.7867,990600,0.0,0.0,0.0
2025-11-28 00:00:00-05:00,12.56221,12.64639,12.4219,12.63704,489800,0.0,0.0,0.0
2025-12-01 00:00:00-05:00,12.46867,13.03925,12.46867,12.73993,1280000,0.0,0.0,0.0
2025-12-02 00:00:00-05:00,12.68381,12.86153,12.62769,12.71187,1282100,0.0,0.0,0.0
2025-12-03 00:00:00-05:00,12.58092,12.72122,12.48738,12.58092,1146800,0.0,0.0,0.0
2025-12-04 00:00:00-05:00,12.51544,12.67446,12.51544,12.6651,1050900,0.0,0.0,0.0
2025-12-05 00:00:00-05:00,12.59027,12.67446,12.55286,12.61833,957100,0.0,0.0,0.0
2025-12-08 00:00:00-05:00,12.56221,12.69316,12.56221,12.61833,1045300,0.0,0.0,0.0
2025-12-09 00:00:00-05:00,12.64639,12.98126,12.62769,12.79606,1107600,0.0,0.0,0.0
2025-12-10 00:00:00-05:00,12.73993,12.98313,12.72123,12.7867,937100,0.0,0.0,0.0
2025-12-11 00:00:00-05:00,12.77735,12.86153,12.72123,12.81476,996500,0.0,0.0,0.0
2025-12-12 00:00:00-05:00,12.75864,13.00184,12.75864,12.99249,752000,0.0,0.0,0.0
2025-12-15 00:00:00-05:00,12.96442,13.14215,12.81476,12.82412,930100,0.0,0.0,0.0
2025-12-16 00:00:00-05:00,12.7867,12.87556,12.61833,12.73993,1070800,0.0,0.0,0.0
2025-12-17 00:00:00-05:00,12.73058,12.85218,12.67446,12.76799,1121200,0.0,0.0,0.0
2025-12-18 00:00:00-05:00,12.76799,12.85218,12.74929,12.79606,1051800,0.0,0.0,0.0
2025-12-19 00:00:00-05:00,12.7867,12.81476,12.73058,12.7867,887000,0.0,0.0,0.0
2025-12-22 00:00:00-05:00,12.75864,13.0299,12.73993,13.01119,1002800,0.0,0.0,0.0
2025-12-23 00:00:00-05:00,12.95507,13.01119,12.8793,13.01119,853400,0.0,0.0,0.0
2025-12-24 00:00:00-05:00,12.95507,13.04861,12.93636,13.02055,419500,0.0,0.0,0.0
