Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-10-09 00:00:00-04:00,13.9626,13.9626,13.9626,13.9626,100,0.0,0.0,0.0
2015-10-12 00:00:00-04:00,13.9626,13.9626,13.9626,13.9626,0,0.0,0.0,0.0
2015-10-13 00:00:00-04:00,13.9626,13.9626,13.9626,13.9626,0,0.0,0.0,0.0
2015-10-14 00:00:00-04:00,13.9626,13.9626,13.9626,13.9626,0,0.0,0.0,0.0
2015-10-15 00:00:00-04:00,13.9626,13.9626,13.9626,13.9626,0,0.0,0.0,0.0
2015-10-16 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,100,0.0,0.0,0.0
2015-10-19 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-20 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-21 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-22 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-23 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-26 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-27 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-28 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-29 00:00:00-04:00,13.59876,13.59876,13.59876,13.59876,0,0.0,0.0,0.0
2015-10-30 00:00:00-04:00,13.14395,13.31222,13.14395,13.14395,12000,0.0,0.0,0.0
2015-11-02 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-03 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-04 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-05 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-06 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-09 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-10 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-11 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-12 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-13 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-16 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-17 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-18 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-19 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-20 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-23 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-24 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-25 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-27 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-11-30 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-12-01 00:00:00-05:00,13.14395,13.14395,13.14395,13.14395,0,0.0,0.0,0.0
2015-12-02 00:00:00-05:00,11.63399,11.63399,11.56576,11.56576,400,0.0,0.0,0.0
2015-12-03 00:00:00-05:00,11.56576,11.56576,11.56576,11.56576,0,0.0,0.0,0.0
2015-12-04 00:00:00-05:00,11.56576,11.56576,11.56576,11.56576,0,0.0,0.0,0.0
2015-12-07 00:00:00-05:00,9.93755,9.97394,9.93755,9.97394,200,0.0,0.0,0.0
2015-12-08 00:00:00-05:00,10.35143,10.35143,10.32414,10.32414,1800,0.0,0.0,0.0
2015-12-09 00:00:00-05:00,10.93358,10.93358,10.90174,10.90174,200,0.0,0.0,0.0
2015-12-10 00:00:00-05:00,10.93813,10.96087,10.92448,10.96087,300,0.0,0.0,0.0
2015-12-11 00:00:00-05:00,10.48332,10.48332,10.42419,10.42419,300,0.0,0.0,0.0
2015-12-14 00:00:00-05:00,9.88752,9.97393,9.88297,9.94665,4200,0.0,0.0,0.0
2015-12-15 00:00:00-05:00,9.94665,9.94665,9.94665,9.94665,0,0.0,0.0,0.0
2015-12-16 00:00:00-05:00,9.94665,9.94665,9.94665,9.94665,0,0.0,0.0,0.0
2015-12-17 00:00:00-05:00,9.94665,9.94665,9.94665,9.94665,0,0.0,0.0,0.0
2015-12-18 00:00:00-05:00,10.39235,10.39235,10.24682,10.24682,600,0.0,0.0,0.0
2015-12-21 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
2015-12-22 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
2015-12-23 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
2015-12-24 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
2015-12-28 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
2015-12-29 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
2015-12-30 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
2015-12-31 00:00:00-05:00,10.24682,10.24682,10.24682,10.24682,0,0.0,0.0,0.0
