Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-05-21 00:00:00-04:00,22.89214,22.96566,22.89214,22.95647,100300,0.0,0.0,0.0
2019-05-22 00:00:00-04:00,22.91971,22.97485,22.85538,22.89214,5100,0.0,0.0,0.0
2019-05-23 00:00:00-04:00,22.97485,22.97485,22.50983,22.50983,900,0.0,0.0,0.0
2019-05-24 00:00:00-04:00,22.60725,22.64401,22.60725,22.62104,600,0.0,0.0,0.0
2019-05-28 00:00:00-04:00,22.96565,22.96565,22.37934,22.38669,5000,0.0,0.0,0.0
2019-05-29 00:00:00-04:00,22.32236,22.32236,22.18727,22.18727,500,0.0,0.0,0.0
2019-05-30 00:00:00-04:00,22.3049,22.3049,22.3049,22.3049,100,0.0,0.0,0.0
2019-05-31 00:00:00-04:00,22.06504,22.06504,22.06504,22.06504,100,0.0,0.0,0.0
2019-06-03 00:00:00-04:00,21.98326,21.98326,21.9759,21.9759,200,0.0,0.0,0.0
2019-06-04 00:00:00-04:00,22.21208,22.53557,22.21208,22.53557,100,0.0,0.0,0.0
2019-06-05 00:00:00-04:00,22.73682,22.73682,22.73682,22.73682,100,0.0,0.0,0.0
2019-06-06 00:00:00-04:00,22.92614,22.92614,22.92614,22.92614,0,0.0,0.0,0.0
2019-06-07 00:00:00-04:00,23.17702,23.30568,23.13108,23.26065,2800,0.0,0.0,0.0
2019-06-10 00:00:00-04:00,23.48948,23.58598,23.42148,23.42148,700,0.0,0.0,0.0
2019-06-11 00:00:00-04:00,23.42515,23.42515,23.38288,23.38288,200,0.0,0.0,0.0
2019-06-12 00:00:00-04:00,23.40677,23.40677,23.33417,23.33417,200,0.0,0.0,0.0
2019-06-13 00:00:00-04:00,23.38656,23.38656,23.38656,23.38656,300,0.0,0.0,0.0
2019-06-14 00:00:00-04:00,23.26892,23.31487,23.26892,23.28087,600,0.0,0.0,0.0
2019-06-17 00:00:00-04:00,23.31947,23.31947,23.31947,23.31947,100,0.0,0.0,0.0
2019-06-18 00:00:00-04:00,23.60528,23.60528,23.60528,23.60528,100,0.0,0.0,0.0
2019-06-19 00:00:00-04:00,23.59976,23.75691,23.59976,23.75691,700,0.0,0.0,0.0
2019-06-20 00:00:00-04:00,23.95449,23.95449,23.95449,23.95449,100,0.0,0.0,0.0
2019-06-21 00:00:00-04:00,23.95817,23.96736,23.78356,23.82951,18200,0.0,0.0,0.0
2019-06-24 00:00:00-04:00,23.85708,23.85708,23.65491,23.65491,100,0.0,0.0,0.0
2019-06-25 00:00:00-04:00,23.6549,23.6549,23.38104,23.38104,100,0.0,0.0,0.0
2019-06-26 00:00:00-04:00,23.45272,23.46559,23.40677,23.46559,9300,0.0,0.0,0.0
2019-06-27 00:00:00-04:00,23.65675,23.65675,23.65675,23.65675,100,0.0,0.0,0.0
2019-06-28 00:00:00-04:00,23.77713,23.77713,23.77713,23.77713,0,0.0,0.0,0.0
2019-07-01 00:00:00-04:00,24.02617,24.02617,24.02617,24.02617,100,0.0,0.0,0.0
2019-07-02 00:00:00-04:00,24.08683,24.08867,24.08683,24.08867,200,0.0,0.0,0.0
2019-07-03 00:00:00-04:00,24.32577,24.32577,24.32577,24.32577,100,0.0,0.0,0.0
2019-07-05 00:00:00-04:00,24.23387,24.24765,24.21549,24.24765,900,0.0,0.0,0.0
2019-07-08 00:00:00-04:00,24.20814,24.20814,24.20814,24.20814,100,0.0,0.0,0.0
2019-07-09 00:00:00-04:00,24.25224,24.25224,24.25224,24.25224,0,0.0,0.0,0.0
2019-07-10 00:00:00-04:00,24.33313,24.33313,24.33313,24.33313,100,0.0,0.0,0.0
2019-07-11 00:00:00-04:00,24.37447,24.37447,24.37447,24.37447,100,0.0,0.0,0.0
2019-07-12 00:00:00-04:00,24.56379,24.56379,24.56379,24.56379,200,0.0,0.0,0.0
2019-07-15 00:00:00-04:00,24.66579,24.66579,24.57389,24.5886,1100,0.0,0.0,0.0
2019-07-16 00:00:00-04:00,24.59228,24.60147,24.56011,24.57482,3000,0.0,0.0,0.0
