Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2013-03-13 00:00:00-04:00,11.96019,11.96019,11.92187,11.92666,81900,0.0,0.0,0.0
2013-03-14 00:00:00-04:00,11.9027,11.93623,11.87397,11.87397,876400,0.0,0.0,0.0
2013-03-15 00:00:00-04:00,11.92186,11.92186,11.9027,11.9027,1100,0.0,0.0,0.0
2013-03-18 00:00:00-04:00,11.97455,11.97455,11.81649,11.85481,34200,0.0,0.0,0.0
2013-03-19 00:00:00-04:00,11.86439,11.88354,11.82128,11.86917,381200,0.0,0.0,0.0
2013-03-20 00:00:00-04:00,11.94581,12.07035,11.94581,12.07035,18800,0.0,0.0,0.0
2013-03-21 00:00:00-04:00,12.15656,12.22362,12.06555,12.16614,20300,0.0,0.0,0.0
2013-03-22 00:00:00-04:00,12.26194,12.34337,12.19967,12.28589,88000,0.0,0.0,0.0
2013-03-25 00:00:00-04:00,12.39126,12.42958,12.30984,12.30984,20300,0.0,0.0,0.0
2013-03-26 00:00:00-04:00,12.35774,12.44396,12.33379,12.44396,53200,0.0,0.0,0.0
2013-03-27 00:00:00-04:00,12.36732,12.42001,12.36253,12.41522,12600,0.0,0.0,0.0
2013-03-28 00:00:00-04:00,12.45353,12.53975,12.40564,12.52059,152100,0.0,0.0,0.0
2013-04-01 00:00:00-04:00,12.6116,12.6116,12.52059,12.56849,24600,0.0,0.0,0.0
2013-04-02 00:00:00-04:00,12.60681,12.62118,12.53975,12.55412,28000,0.0,0.0,0.0
2013-04-03 00:00:00-04:00,12.54933,12.54933,12.25715,12.2811,26200,0.0,0.0,0.0
2013-04-04 00:00:00-04:00,12.29547,12.30984,12.29068,12.30984,5400,0.0,0.0,0.0
2013-04-05 00:00:00-04:00,12.21404,12.24757,12.11346,12.21404,9200,0.0,0.0,0.0
2013-04-08 00:00:00-04:00,12.35295,12.42958,12.23799,12.42958,29400,0.0,0.0,0.0
2013-04-09 00:00:00-04:00,12.46791,12.55891,12.46312,12.50622,16000,0.0,0.0,0.0
2013-04-10 00:00:00-04:00,12.48706,12.53017,12.48706,12.50143,50300,0.0,0.0,0.0
2013-04-11 00:00:00-04:00,12.45832,12.50143,12.45832,12.48706,12400,0.0,0.0,0.0
2013-04-12 00:00:00-04:00,12.41043,12.4248,12.41043,12.4248,2200,0.0,0.0,0.0
2013-04-15 00:00:00-04:00,12.57328,12.57328,12.19488,12.20446,10800,0.0,0.0,0.0
2013-04-16 00:00:00-04:00,12.39127,12.41522,12.29068,12.41522,19700,0.0,0.0,0.0
2013-04-17 00:00:00-04:00,12.54454,12.54454,12.26194,12.26194,18900,0.0,0.0,0.0
2013-04-18 00:00:00-04:00,12.33857,12.40084,12.33378,12.36731,26900,0.0,0.0,0.0
2013-04-19 00:00:00-04:00,12.49185,12.49185,12.45832,12.45832,4900,0.0,0.0,0.0
2013-04-22 00:00:00-04:00,12.52538,12.55891,12.52538,12.55412,7700,0.0,0.0,0.0
2013-04-23 00:00:00-04:00,12.68344,12.68344,12.56849,12.64034,16300,0.0,0.0,0.0
2013-04-24 00:00:00-04:00,12.64513,12.73613,12.64513,12.67866,159200,0.0,0.0,0.0
2013-04-25 00:00:00-04:00,12.7074,12.73135,12.60202,12.60202,37200,0.0,0.0,0.0
2013-04-26 00:00:00-04:00,12.74571,12.74571,12.45353,12.61639,24200,0.0,0.0,0.0
2013-04-29 00:00:00-04:00,12.6595,12.6595,12.55891,12.61639,7900,0.0,0.0,0.0
2013-04-30 00:00:00-04:00,12.60202,12.63076,12.58765,12.62118,16900,0.0,0.0,0.0
2013-05-01 00:00:00-04:00,12.74092,12.74092,12.38169,12.38169,50900,0.0,0.0,0.0
2013-05-02 00:00:00-04:00,12.52059,12.52059,12.329,12.329,196100,0.0,0.0,0.0
2013-05-03 00:00:00-04:00,12.4679,12.47748,12.41521,12.47269,5500,0.0,0.0,0.0
2013-05-06 00:00:00-04:00,12.61639,12.61639,12.42958,12.45832,62500,0.0,0.0,0.0
2013-05-07 00:00:00-04:00,12.53975,12.54454,12.50623,12.53975,31200,0.0,0.0,0.0
2013-05-08 00:00:00-04:00,12.53017,12.63076,12.50622,12.62597,43200,0.0,0.0,0.0
2013-05-09 00:00:00-04:00,12.67866,12.71219,12.6595,12.68824,49200,0.0,0.0,0.0
2013-05-10 00:00:00-04:00,12.85588,12.85588,12.67386,12.74092,38500,0.0,0.0,0.0
2013-05-13 00:00:00-04:00,12.73614,12.73614,12.68345,12.72177,36300,0.0,0.0,0.0
2013-05-14 00:00:00-04:00,12.72176,12.73134,12.68345,12.71697,139700,0.0,0.0,0.0
2013-05-15 00:00:00-04:00,12.75051,12.77446,12.71219,12.76488,64700,0.0,0.0,0.0
2013-05-16 00:00:00-04:00,12.80798,12.80798,12.64513,12.64992,105000,0.0,0.0,0.0
2013-05-17 00:00:00-04:00,12.80319,12.80319,12.67865,12.73134,149200,0.0,0.0,0.0
2013-05-20 00:00:00-04:00,12.77445,12.78403,12.71697,12.77924,56000,0.0,0.0,0.0
2013-05-21 00:00:00-04:00,12.8463,12.96604,12.81277,12.95646,23800,0.0,0.0,0.0
2013-05-22 00:00:00-04:00,12.9852,13.0331,12.88462,12.91336,45700,0.0,0.0,0.0
2013-05-23 00:00:00-04:00,12.95647,12.95647,12.73134,12.85109,150700,0.0,0.0,0.0
2013-05-24 00:00:00-04:00,12.90672,12.90672,12.78095,12.79546,11900,0.265,0.0,0.0
2013-05-28 00:00:00-04:00,12.9164,12.9164,12.79546,12.82448,19600,0.0,0.0,0.0
2013-05-29 00:00:00-04:00,12.80997,12.80997,12.52938,12.5826,474200,0.0,0.0,0.0
2013-05-30 00:00:00-04:00,12.67452,12.67452,12.27784,12.38426,127600,0.0,0.0,0.0
2013-05-31 00:00:00-04:00,12.4278,12.4278,12.26332,12.26332,8700,0.0,0.0,0.0
2013-06-03 00:00:00-04:00,12.25848,12.28267,12.22945,12.27299,21100,0.0,0.0,0.0
2013-06-04 00:00:00-04:00,12.32621,12.3504,12.20043,12.20043,12000,0.0,0.0,0.0
2013-06-05 00:00:00-04:00,12.094,12.094,11.96823,12.0166,30800,0.0,0.0,0.0
2013-06-06 00:00:00-04:00,12.02144,12.20043,11.96823,12.20043,22800,0.0,0.0,0.0
2013-06-07 00:00:00-04:00,12.25849,12.36008,12.25849,12.35524,15300,0.0,0.0,0.0
2013-06-10 00:00:00-04:00,12.33105,12.36491,12.3117,12.35524,48800,0.0,0.0,0.0
