Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21 00:00:00-05:00,9.26795,9.42844,9.26795,9.38832,16000,0.0,0.0
1973-02-22 00:00:00-05:00,9.38832,9.42844,9.3482,9.3482,7100,0.0,0.0
1973-02-23 00:00:00-05:00,9.3482,9.38832,9.22783,9.22783,23000,0.0,0.0
1973-02-26 00:00:00-05:00,9.22783,9.26795,9.18771,9.18771,6500,0.0,0.0
1973-02-27 00:00:00-05:00,9.22783,9.26795,9.22783,9.22783,5800,0.0,0.0
1973-02-28 00:00:00-05:00,9.22783,9.22783,9.14759,9.18771,5100,0.0,0.0
1973-03-01 00:00:00-05:00,9.18772,9.18772,9.02723,9.06735,15400,0.0,0.0
1973-03-02 00:00:00-05:00,9.06735,9.18771,9.06735,9.18771,6400,0.0,0.0
1973-03-05 00:00:00-05:00,9.18771,9.22783,9.10747,9.10747,7200,0.0,0.0
1973-03-06 00:00:00-05:00,9.14759,9.22784,9.14759,9.14759,3800,0.0,0.0
1973-03-07 00:00:00-05:00,9.14759,9.22783,9.10747,9.10747,4300,0.0,0.0
1973-03-08 00:00:00-05:00,9.10747,9.22783,9.10747,9.22783,5000,0.0,0.0
1973-03-09 00:00:00-05:00,9.22783,9.26795,9.14759,9.18771,4800,0.0,0.0
1973-03-12 00:00:00-05:00,9.18771,9.26796,9.14759,9.14759,18700,0.0,0.0
1973-03-13 00:00:00-05:00,9.14759,9.18771,9.10747,9.14759,11800,0.0,0.0
1973-03-14 00:00:00-05:00,9.14759,9.22783,9.14759,9.18771,4000,0.0,0.0
1973-03-15 00:00:00-05:00,9.18771,9.18771,9.10747,9.14759,5700,0.0,0.0
1973-03-16 00:00:00-05:00,9.14759,9.22783,9.10747,9.18771,5300,0.0,0.0
1973-03-19 00:00:00-05:00,9.18771,9.22783,9.06735,9.10747,6300,0.0,0.0
1973-03-20 00:00:00-05:00,9.10748,9.10748,9.06735,9.06735,20100,0.0,0.0
