Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-12-18 00:00:00-05:00,13.98286,15.5499,13.86231,14.46502,1905200,0.0,0.0
1997-12-19 00:00:00-05:00,14.46502,15.06773,14.16367,14.94719,275200,0.0,0.0
1997-12-22 00:00:00-05:00,14.94719,15.30882,14.46502,14.46502,88300,0.0,0.0
1997-12-23 00:00:00-05:00,14.46502,15.24855,14.46502,14.94719,74500,0.0,0.0
1997-12-24 00:00:00-05:00,15.42936,15.67044,15.42936,15.67044,45400,0.0,0.0
1997-12-26 00:00:00-05:00,15.73071,16.39369,15.67044,16.39369,45400,0.0,0.0
1997-12-29 00:00:00-05:00,16.15261,17.23749,16.15261,17.17722,107100,0.0,0.0
1997-12-30 00:00:00-05:00,17.17722,17.4183,16.93614,17.29776,49600,0.0,0.0
1997-12-31 00:00:00-05:00,17.35803,18.62372,17.17722,18.62372,50800,0.0,0.0
1998-01-02 00:00:00-05:00,19.52778,19.52778,18.38263,19.34697,209500,0.0,0.0
1998-01-05 00:00:00-05:00,19.76887,20.00996,17.59912,18.14156,384300,0.0,0.0
1998-01-06 00:00:00-05:00,18.68399,19.16616,17.96074,18.68399,195600,0.0,0.0
1998-01-07 00:00:00-05:00,18.74426,18.74426,17.71965,18.20182,97700,0.0,0.0
1998-01-08 00:00:00-05:00,18.32236,18.50318,17.77993,17.77993,61300,0.0,0.0
1998-01-09 00:00:00-05:00,18.02101,18.02101,16.87586,17.59911,101700,0.0,0.0
1998-01-12 00:00:00-05:00,17.59911,17.59911,16.63478,17.17722,138500,0.0,0.0
1998-01-13 00:00:00-05:00,18.68399,19.2867,18.32236,19.16616,297400,0.0,0.0
1998-01-14 00:00:00-05:00,19.58805,20.00995,19.2867,19.88941,135600,0.0,0.0
1998-01-15 00:00:00-05:00,20.00995,21.69753,20.00995,20.37157,219900,0.0,0.0
1998-01-16 00:00:00-05:00,20.61266,20.79347,20.37158,20.61266,47300,0.0,0.0
1998-01-20 00:00:00-05:00,21.03456,21.69754,21.03456,21.1551,60600,0.0,0.0
1998-01-21 00:00:00-05:00,21.1551,22.54133,21.1551,21.45645,89700,0.0,0.0
1998-01-22 00:00:00-05:00,21.577,21.93862,21.21537,21.27564,29500,0.0,0.0
1998-01-23 00:00:00-05:00,21.45645,21.45645,20.37158,20.97429,48100,0.0,0.0
1998-01-26 00:00:00-05:00,21.45645,21.63727,20.7332,21.09483,40000,0.0,0.0
1998-01-27 00:00:00-05:00,21.21537,21.57699,21.03456,21.39618,106600,0.0,0.0
1998-01-28 00:00:00-05:00,21.577,22.42079,21.577,22.17971,44300,0.0,0.0
1998-01-29 00:00:00-05:00,22.30024,23.0235,22.1797,22.78241,22200,0.0,0.0
1998-01-30 00:00:00-05:00,22.66187,23.14404,22.42079,23.0235,24000,0.0,0.0
1998-02-02 00:00:00-05:00,24.10837,24.10837,22.84268,23.62621,63000,0.0,0.0
1998-02-03 00:00:00-05:00,23.74675,23.74675,23.32485,23.4454,34900,0.0,0.0
1998-02-04 00:00:00-05:00,23.62621,24.71108,23.50566,24.59054,71900,0.0,0.0
1998-02-05 00:00:00-05:00,23.86729,24.34946,23.50567,24.04811,130700,0.0,0.0
1998-02-06 00:00:00-05:00,24.34946,24.83163,24.34946,24.71108,32000,0.0,0.0
1998-02-09 00:00:00-05:00,25.3138,25.61515,25.01244,25.07271,62100,0.0,0.0
1998-02-10 00:00:00-05:00,25.07271,25.67542,24.83163,25.55488,80100,0.0,0.0
1998-02-11 00:00:00-05:00,25.67542,26.39867,25.55488,26.15759,41700,0.0,0.0
1998-02-12 00:00:00-05:00,26.15759,26.15759,25.55488,25.55488,28400,0.0,0.0
1998-02-13 00:00:00-05:00,25.55488,25.9165,25.07271,25.13298,58500,0.0,0.0
1998-02-17 00:00:00-05:00,25.25353,25.91651,25.25353,25.91651,18000,0.0,0.0
1998-02-18 00:00:00-05:00,25.79596,25.9165,24.8919,24.8919,26100,0.0,0.0
1998-02-19 00:00:00-05:00,24.83162,24.83162,22.90295,23.68648,76300,0.0,0.0
1998-02-20 00:00:00-05:00,23.62621,24.53027,23.62621,23.74675,30600,0.0,0.0
1998-02-23 00:00:00-05:00,23.98783,24.59054,23.98783,24.40973,29200,0.0,0.0
1998-02-24 00:00:00-05:00,24.53027,24.59054,24.28918,24.28918,6400,0.0,0.0
1998-02-25 00:00:00-05:00,24.53027,24.53027,24.16864,24.53027,9800,0.0,0.0
1998-02-26 00:00:00-05:00,24.28919,24.34946,24.22892,24.22892,2900,0.0,0.0
1998-02-27 00:00:00-05:00,24.34946,24.53027,23.80702,23.80702,31400,0.0,0.0
1998-03-02 00:00:00-05:00,23.92756,24.34946,23.62621,24.04811,45100,0.0,0.0
1998-03-03 00:00:00-05:00,24.16864,24.71108,24.16864,24.59054,23700,0.0,0.0
1998-03-04 00:00:00-05:00,24.65081,25.43434,24.65081,25.43434,62700,0.0,0.0
1998-03-05 00:00:00-05:00,25.31379,25.43433,24.65081,24.65081,74700,0.0,0.0
1998-03-06 00:00:00-05:00,25.31379,25.73569,24.65081,24.65081,2289400,0.0,0.0
1998-03-09 00:00:00-05:00,24.65081,25.19325,24.47,24.65081,463200,0.0,0.0
1998-03-10 00:00:00-05:00,24.71109,24.83163,24.22892,24.22892,284100,0.0,0.0
1998-03-11 00:00:00-05:00,24.28919,24.40973,23.14404,24.22892,253100,0.0,0.0
1998-03-12 00:00:00-05:00,24.40973,24.71108,24.34946,24.47,242400,0.0,0.0
1998-03-13 00:00:00-05:00,24.59054,24.71108,24.10837,24.59054,107500,0.0,0.0
1998-03-16 00:00:00-05:00,24.47,24.47,24.10838,24.16865,64800,0.0,0.0
1998-03-17 00:00:00-05:00,24.28919,24.71108,24.16865,24.71108,266100,0.0,0.0
1998-03-18 00:00:00-05:00,24.47,24.47,23.38512,23.38512,402500,0.0,0.0
1998-03-19 00:00:00-05:00,23.50566,24.10837,23.50566,23.62621,318000,0.0,0.0
1998-03-20 00:00:00-05:00,23.38512,23.38512,22.66187,22.66187,273500,0.0,0.0
1998-03-23 00:00:00-05:00,22.66187,22.90296,20.7332,21.1551,486500,0.0,0.0
1998-03-24 00:00:00-05:00,21.93862,23.50567,21.81808,23.50567,391600,0.0,0.0
1998-03-25 00:00:00-05:00,23.62621,24.34946,23.20431,23.98783,256600,0.0,0.0
1998-03-26 00:00:00-05:00,23.62621,23.74675,23.32485,23.38512,57200,0.0,0.0
1998-03-27 00:00:00-05:00,23.38512,24.47,23.38512,24.34946,80500,0.0,0.0
1998-03-30 00:00:00-05:00,24.10837,24.10837,23.38512,23.68648,201700,0.0,0.0
1998-03-31 00:00:00-05:00,23.62621,25.07271,23.62621,25.07271,146300,0.0,0.0
1998-04-01 00:00:00-05:00,25.07271,25.07271,24.10837,24.40973,60500,0.0,0.0
1998-04-02 00:00:00-05:00,24.34946,24.47,24.10837,24.40973,79900,0.0,0.0
1998-04-03 00:00:00-05:00,24.40973,25.43434,24.40973,24.83163,173400,0.0,0.0
1998-04-06 00:00:00-04:00,25.01244,25.01244,24.34946,24.40973,51600,0.0,0.0
1998-04-07 00:00:00-04:00,24.53027,24.53027,23.26458,23.50567,86400,0.0,0.0
1998-04-08 00:00:00-04:00,23.38512,23.92756,23.38512,23.86729,81900,0.0,0.0
1998-04-09 00:00:00-04:00,24.10838,24.34946,23.98783,24.22892,63300,0.0,0.0
1998-04-13 00:00:00-04:00,24.34946,25.13298,24.10837,24.95217,84300,0.0,0.0
1998-04-14 00:00:00-04:00,27.72463,28.80951,26.88084,28.80951,561700,0.0,0.0
1998-04-15 00:00:00-04:00,28.68897,29.17113,27.72463,29.05059,212200,0.0,0.0
1998-04-16 00:00:00-04:00,29.05059,30.49709,29.05059,30.25601,154300,0.0,0.0
1998-04-17 00:00:00-04:00,30.01493,30.73818,29.95466,30.37655,94200,0.0,0.0
1998-04-20 00:00:00-04:00,30.19574,30.49709,28.93005,29.17113,79700,0.0,0.0
1998-04-21 00:00:00-04:00,29.41222,30.25601,29.17113,29.89438,47200,0.0,0.0
1998-04-22 00:00:00-04:00,30.01493,30.61764,29.89438,30.49709,42000,0.0,0.0
1998-04-23 00:00:00-04:00,30.61763,30.61763,29.05059,29.41221,62100,0.0,0.0
1998-04-24 00:00:00-04:00,29.35194,29.41221,28.32734,29.41221,112600,0.0,0.0
1998-04-27 00:00:00-04:00,28.68896,29.41221,28.14652,29.41221,65700,0.0,0.0
